loan,hh,village,religion,roof,rooms,beds,electricity,ownership,leader
0,25132,25,hindu,stone,1,1,1,OWNED,0
0,25133,25,hindu,tile,1,0,1,OWNED,0
0,25134,25,hindu,tile,3,3,1,OWNED,0
0,25135,25,hindu,other,1,2,1,RENTED,0
0,25136,25,hindu,tile,4,3,1,OWNED,0
0,25137,25,hindu,tile,2,0,1,RENTED,0
0,25138,25,hindu,stone,2,0,1,OWNED,0
0,25139,25,hindu,stone,8,2,1,OWNED,0
0,25140,25,hindu,stone,2,1,1,OWNED,0
0,25141,25,hindu,stone,2,1,1,OWNED,0
0,25142,25,hindu,rcc,10,2,1,OWNED,1
0,25143,25,hindu,stone,5,10,1,OWNED,0
0,25144,25,hindu,stone,3,2,1,OWNED,0
0,25145,25,hindu,stone,3,0,1,OWNED,0
0,25146,25,hindu,stone,2,1,1,OWNED,0
0,25147,25,hindu,tile,1,0,1,RENTED,0
0,25148,25,hindu,rcc,5,2,1,OWNED,0
0,25149,25,hindu,rcc,3,2,1,OWNED,0
0,25150,25,hindu,stone,2,2,1,OWNED,0
0,25151,25,hindu,tile,1,0,0,RENTED,0
0,25152,25,hindu,tile,1,0,1,RENTED,0
1,25153,25,hindu,tile,3,3,1,RENTED,0
0,25154,25,hindu,tile,1,0,1,RENTED,0
0,25155,25,hindu,other,3,2,1,OWNED,0
0,25156,25,hindu,tile,1,0,1,OWNED,0
0,25157,25,hindu,stone,2,1,1,OWNED,0
0,25158,25,hindu,stone,1,1,1,OWNED,0
0,25159,25,hindu,tile,3,3,1,OWNED,0
1,25160,25,hindu,stone,2,3,1,OWNED,0
0,25161,25,hindu,tile,2,1,1,OWNED,0
0,25162,25,hindu,tile,1,1,1,RENTED,0
0,25163,25,hindu,rcc,2,1,1,OWNED,0
0,25164,25,hindu,rcc,5,5,1,OWNED,0
0,25165,25,hindu,stone,3,16,1,OWNED,0
0,25166,25,hindu,stone,3,0,1,OWNED,0
0,25167,25,hindu,stone,3,0,1,OWNED,0
0,25168,25,hindu,stone,2,0,1,OWNED,0
0,25169,25,hindu,stone,3,1,1,OWNED,0
1,25170,25,hindu,stone,3,1,1,OWNED,0
0,25171,25,hindu,stone,1,0,1,OWNED,0
0,25172,25,hindu,stone,2,1,1,OWNED,0
0,25173,25,hindu,stone,2,1,1,RENTED,0
0,25174,25,hindu,tile,2,0,1,OWNED,0
0,25175,25,hindu,stone,2,1,1,RENTED,0
0,25176,25,hindu,stone,2,1,1,OWNED,0
0,25177,25,hindu,tile,2,0,1,OWNED,0
0,25178,25,hindu,rcc,19,24,1,OWNED,0
0,25179,25,hindu,sheet,2,1,1,OWNED,0
0,25180,25,hindu,stone,3,1,1,OWNED,0
0,25181,25,islam,tile,2,0,1,OWNED,0
0,25182,25,islam,tile,1,1,1,OWNED,0
0,25183,25,islam,tile,2,4,1,OWNED,0
0,25184,25,hindu,tile,1,0,1,OWNED,0
0,25185,25,hindu,rcc,4,1,1,OWNED,1
1,25186,25,islam,rcc,2,2,1,OWNED,0
0,25187,25,hindu,stone,2,1,1,OWNED,0
0,25188,25,hindu,tile,1,1,1,OWNED,0
0,25189,25,hindu,tile,1,1,1,OWNED,0
1,25190,25,hindu,other,1,0,1,OWNED,0
0,25191,25,hindu,other,1,0,1,OWNED,0
0,25192,25,hindu,tile,2,0,1,OWNED,0
0,25193,25,hindu,rcc,1,1,1,OWNED,0
0,25194,25,hindu,stone,1,2,1,OWNED,0
0,25195,25,hindu,stone,6,2,1,OWNED,0
1,25196,25,hindu,stone,4,2,1,OWNED,0
0,25197,25,hindu,tile,2,0,1,OWNED,0
1,25198,25,hindu,tile,2,0,1,RENTED,0
0,25199,25,hindu,tile,1,1,1,OWNED,0
0,25200,25,hindu,other,2,4,1,OWNED,0
0,25201,25,hindu,tile,2,1,1,OWNED,0
0,25202,25,hindu,tile,1,0,1,OWNED,0
0,25203,25,hindu,tile,2,1,1,OWNED,0
0,25204,25,hindu,stone,4,1,1,OWNED,0
0,25205,25,hindu,stone,2,0,1,OWNED,0
0,25206,25,hindu,tile,1,1,1,OWNED,0
0,25207,25,hindu,stone,3,4,1,OWNED,0
0,25208,25,hindu,rcc,1,1,1,OWNED,0
0,25209,25,hindu,other,4,7,1,OWNED,0
0,25210,25,hindu,tile,2,0,1,OWNED,0
0,25211,25,hindu,stone,3,1,1,OWNED,0
0,25212,25,hindu,rcc,2,1,1,OWNED,1
0,25213,25,hindu,tile,2,4,1,OWNED,0
0,25214,25,hindu,tile,2,2,1,OWNED,0
0,25215,25,hindu,tile,3,2,1,OWNED,0
0,25216,25,hindu,tile,1,0,1,OWNED,0
0,25217,25,hindu,tile,2,0,1,OWNED,0
1,25218,25,hindu,stone,2,0,1,OWNED,0
1,25219,25,hindu,tile,2,1,1,OWNED,0
0,25220,25,hindu,tile,1,1,1,OWNED,0
0,25221,25,hindu,tile,2,1,1,OWNED,0
0,25222,25,hindu,tile,3,4,1,OWNED,0
0,25223,25,hindu,tile,3,1,1,OWNED,0
0,25224,25,hindu,stone,4,7,1,OWNED,1
0,25225,25,hindu,tile,2,2,1,OWNED,0
0,25226,25,hindu,stone,2,0,0,OWNED,0
1,25227,25,hindu,tile,1,0,1,OWNED,0
0,25228,25,hindu,tile,3,4,1,SHARE_OWNED,0
1,25229,25,hindu,tile,3,3,1,SHARE_OWNED,1
0,25230,25,hindu,tile,1,0,1,OWNED,0
0,25231,25,hindu,stone,2,1,1,OWNED,0
1,25232,25,hindu,tile,2,0,1,OWNED,0
0,25233,25,hindu,stone,2,3,0,OWNED,0
1,25234,25,hindu,stone,1,0,1,OWNED,0
1,25235,25,hindu,stone,2,1,1,OWNED,1
0,25236,25,hindu,tile,1,0,1,OWNED,0
0,25237,25,hindu,tile,1,0,1,OWNED,0
0,25238,25,hindu,tile,2,1,1,OWNED,0
1,25239,25,hindu,stone,3,5,1,OWNED,0
1,25240,25,hindu,stone,1,0,1,OWNED,1
0,25241,25,hindu,rcc,6,10,1,OWNED,0
0,25242,25,hindu,rcc,3,2,1,OWNED,0
0,25243,25,hindu,rcc,4,3,1,OWNED,1
1,25244,25,islam,rcc,4,0,1,OWNED,0
0,25245,25,hindu,stone,3,0,1,OWNED,0
1,25246,25,hindu,rcc,7,4,1,OWNED,0
0,25247,25,hindu,stone,3,2,1,OWNED,0
0,25248,25,hindu,tile,3,1,1,OWNED,0
0,25249,25,hindu,rcc,4,2,1,OWNED,0
0,25250,25,islam,sheet,2,0,1,RENTED,0
0,25251,25,hindu,sheet,2,1,1,OWNED,0
0,25252,25,hindu,sheet,2,1,1,OWNED,0
0,28001,28,hindu,sheet,5,3,1,OWNED,0
0,28002,28,hindu,rcc,6,4,1,OWNED,0
0,28003,28,hindu,rcc,3,2,1,OWNED,0
0,28004,28,hindu,rcc,1,0,1,OWNED,0
0,28005,28,hindu,stone,1,0,1,OWNED,0
0,28006,28,hindu,rcc,2,0,1,OWNED,0
0,28007,28,hindu,rcc,4,1,1,OWNED,0
0,28008,28,hindu,tile,1,0,1,OWNED,0
0,28009,28,hindu,rcc,6,1,1,OWNED,0
0,28010,28,hindu,stone,3,0,1,OWNED,0
0,28011,28,hindu,rcc,2,4,1,OWNED,0
0,28012,28,hindu,tile,3,1,1,OWNED,0
0,28013,28,hindu,rcc,2,2,1,OWNED,0
0,28014,28,hindu,rcc,3,2,1,OWNED,0
0,28015,28,hindu,rcc,2,0,1,OWNED,0
0,28016,28,hindu,rcc,2,1,1,OWNED,0
0,28017,28,hindu,rcc,2,1,1,OWNED,0
0,28018,28,hindu,rcc,3,0,1,OWNED,0
0,28019,28,hindu,stone,3,0,1,OWNED,0
0,28020,28,hindu,rcc,4,5,1,OWNED,0
0,28021,28,hindu,sheet,4,0,1,OWNED,0
0,28022,28,hindu,stone,2,0,1,OWNED,0
0,28023,28,hindu,tile,2,0,1,OWNED,0
0,28024,28,hindu,rcc,3,1,1,OWNED,1
0,28025,28,hindu,stone,4,1,1,OWNED,0
0,28026,28,hindu,rcc,2,0,1,OWNED,0
0,28027,28,hindu,rcc,2,1,1,OWNED,1
0,28028,28,hindu,rcc,2,1,1,OWNED,0
0,28029,28,hindu,rcc,4,2,1,OWNED,0
0,28030,28,hindu,rcc,3,1,1,OWNED,0
0,28031,28,hindu,rcc,4,0,1,OWNED,0
0,28032,28,hindu,sheet,3,0,1,OWNED,0
0,28033,28,hindu,rcc,3,0,1,OWNED,1
0,28034,28,hindu,stone,2,0,1,OWNED,0
0,28035,28,hindu,tile,2,0,1,OWNED,0
0,28036,28,hindu,stone,3,0,1,OWNED,1
0,28037,28,hindu,stone,3,0,1,OWNED,0
0,28038,28,hindu,stone,1,1,1,OWNED,0
0,28039,28,hindu,stone,2,1,1,OWNED,0
0,28040,28,hindu,rcc,4,0,1,OWNED,0
0,28041,28,hindu,stone,5,3,1,OWNED,0
0,28042,28,hindu,rcc,4,2,1,OWNED,0
0,28043,28,hindu,stone,5,0,1,OWNED,0
0,28044,28,hindu,rcc,6,1,1,OWNED,0
0,28045,28,hindu,tile,2,0,1,OWNED,0
0,28046,28,hindu,rcc,5,1,1,OWNED,0
0,28047,28,hindu,rcc,2,1,1,OWNED,0
0,28048,28,hindu,rcc,2,1,1,OWNED,1
0,28049,28,hindu,sheet,5,2,1,OWNED,0
0,28050,28,hindu,stone,3,0,1,RENTED,0
0,28051,28,hindu,stone,1,1,1,OWNED,0
0,28052,28,hindu,stone,1,0,1,OWNED,0
0,28053,28,hindu,stone,5,3,1,OWNED,0
0,28054,28,hindu,rcc,4,0,1,OWNED,0
0,28055,28,hindu,stone,3,2,1,OWNED,0
0,28056,28,hindu,stone,2,1,1,OWNED,0
0,28057,28,hindu,rcc,2,1,1,OWNED,0
0,28058,28,hindu,stone,3,1,1,GOVERNMENT,0
0,28059,28,hindu,rcc,6,0,1,OWNED,0
0,28060,28,hindu,rcc,2,3,1,OWNED,0
0,28061,28,hindu,tile,1,0,1,OWNED,0
0,28062,28,hindu,rcc,4,1,1,OWNED,0
0,28063,28,hindu,stone,1,0,1,RENTED,0
0,28064,28,hindu,rcc,5,2,1,OWNED,0
0,28065,28,hindu,stone,1,1,1,OWNED,0
0,28066,28,hindu,rcc,5,0,1,OWNED,0
0,28067,28,hindu,stone,4,0,1,OWNED,0
0,28068,28,hindu,tile,1,1,1,OWNED,0
0,28069,28,hindu,stone,3,0,1,OWNED,0
0,28070,28,hindu,stone,3,0,1,OWNED,0
0,28071,28,hindu,stone,3,1,1,OWNED,0
0,28072,28,hindu,rcc,2,1,1,OWNED,1
0,28073,28,hindu,stone,4,1,1,OWNED,0
0,28074,28,hindu,sheet,4,2,1,OWNED,0
0,28075,28,hindu,tile,1,0,1,OWNED,0
0,28076,28,hindu,stone,7,0,1,OWNED,0
0,28077,28,hindu,stone,2,2,1,OWNED,0
0,28078,28,hindu,tile,2,0,1,RENTED,0
0,28079,28,hindu,tile,2,0,1,OWNED,0
0,28080,28,hindu,tile,1,0,1,OWNED,0
0,28081,28,hindu,stone,3,1,1,OWNED,0
0,28082,28,hindu,rcc,3,0,1,OWNED,0
0,28083,28,hindu,rcc,1,1,1,OWNED,0
0,28084,28,hindu,stone,2,0,1,OWNED,0
0,28085,28,hindu,stone,1,0,1,OWNED,0
0,28086,28,hindu,sheet,1,0,1,OWNED,0
0,28087,28,hindu,stone,3,0,1,OWNED,0
0,28088,28,hindu,stone,1,0,1,OWNED,0
0,28089,28,hindu,stone,1,0,1,RENTED,1
1,28090,28,hindu,stone,1,1,1,OWNED,0
0,28091,28,hindu,sheet,1,0,1,OWNED,0
0,28092,28,hindu,rcc,4,1,1,OWNED,0
0,28093,28,hindu,stone,2,0,1,OWNED,0
0,28094,28,hindu,stone,3,0,1,OWNED,0
0,28095,28,hindu,stone,2,0,0,RENTED,0
0,28096,28,hindu,stone,2,0,1,OWNED,0
1,28097,28,hindu,sheet,1,0,1,RENTED,0
0,28098,28,hindu,stone,2,0,1,OWNED,0
0,28099,28,hindu,rcc,2,1,1,OWNED,0
0,28100,28,hindu,stone,3,0,1,OWNED,0
0,28101,28,hindu,stone,3,1,1,OWNED,0
0,28102,28,hindu,sheet,2,0,1,OWNED,0
0,28103,28,hindu,stone,2,0,1,OWNED,0
0,28104,28,hindu,stone,2,0,1,OWNED,0
0,28105,28,hindu,stone,1,0,1,OWNED,0
0,28106,28,hindu,sheet,1,0,0,OWNED,0
0,28107,28,hindu,stone,2,1,1,OWNED,1
0,28108,28,hindu,rcc,3,0,1,OWNED,0
0,28109,28,hindu,sheet,2,0,1,OWNED,0
0,28110,28,hindu,rcc,3,1,1,OWNED,0
0,28111,28,hindu,rcc,2,1,1,OWNED,0
0,28112,28,hindu,rcc,2,0,1,OWNED,0
0,28113,28,hindu,rcc,2,0,1,OWNED,0
0,28114,28,hindu,stone,3,0,1,OWNED,0
0,28115,28,hindu,stone,3,1,1,OWNED,0
0,28116,28,hindu,rcc,4,0,1,OWNED,0
0,28117,28,hindu,stone,4,2,1,OWNED,0
0,28118,28,hindu,tile,2,0,1,OWNED,0
0,28119,28,hindu,tile,2,0,0,OWNED,0
0,28120,28,hindu,rcc,2,4,1,OWNED,0
0,28121,28,hindu,stone,3,1,1,OWNED,0
0,28122,28,hindu,rcc,2,0,1,OWNED,0
0,28123,28,hindu,stone,3,1,1,OWNED,0
0,28124,28,hindu,tile,2,0,1,OWNED,0
0,28125,28,hindu,stone,1,0,1,OWNED,0
0,28126,28,hindu,rcc,3,2,1,OWNED,0
0,28127,28,hindu,stone,3,0,1,OWNED,1
0,28128,28,hindu,stone,1,0,1,OWNED,1
0,28129,28,hindu,stone,2,0,1,OWNED,0
0,28130,28,hindu,other,3,1,1,OWNED,0
0,28131,28,hindu,tile,3,0,1,OWNED,0
0,28132,28,hindu,rcc,2,2,1,OWNED,0
0,28133,28,hindu,stone,1,0,1,OWNED,0
0,28134,28,hindu,sheet,2,1,1,OWNED,0
0,28135,28,hindu,other,1,0,1,RENTED,0
0,28136,28,hindu,other,2,0,1,RENTED,0
0,28137,28,hindu,stone,2,0,1,OWNED,0
0,28138,28,hindu,stone,3,0,1,OWNED,0
0,28139,28,hindu,stone,2,2,1,OWNED,0
0,28140,28,hindu,stone,1,0,1,OWNED,0
0,28141,28,hindu,thatch,1,0,0,OWNED,0
0,28142,28,hindu,tile,2,0,1,OWNED,0
0,28143,28,hindu,tile,1,0,1,OWNED,0
0,28144,28,hindu,tile,3,1,1,OWNED,0
1,28145,28,hindu,stone,1,0,1,OWNED,0
1,28146,28,hindu,tile,1,0,1,OWNED,0
0,28147,28,hindu,rcc,4,1,1,OWNED,0
0,28148,28,hindu,stone,1,1,1,OWNED,0
0,28149,28,hindu,stone,3,0,1,OWNED,0
0,28150,28,hindu,stone,4,0,1,OWNED,0
0,28151,28,hindu,sheet,2,0,1,OWNED,0
0,28152,28,hindu,tile,2,0,1,OWNED,0
0,28153,28,hindu,stone,1,0,1,OWNED,0
0,28154,28,hindu,stone,4,0,1,OWNED,0
0,28155,28,hindu,stone,2,0,1,OWNED,0
0,28156,28,hindu,stone,1,0,1,OWNED,0
0,28157,28,hindu,tile,2,1,1,OWNED,0
0,28158,28,hindu,stone,2,1,1,OWNED,0
0,28159,28,hindu,tile,2,0,1,OWNED,0
0,28160,28,hindu,stone,1,0,1,OWNED,0
0,28161,28,hindu,stone,1,0,1,OWNED,0
1,28162,28,hindu,sheet,2,0,1,OWNED,0
1,28163,28,hindu,stone,2,0,1,OWNED,0
0,28164,28,hindu,rcc,2,2,1,OWNED,0
0,28165,28,hindu,sheet,2,0,1,OWNED,0
0,28166,28,hindu,stone,3,0,1,OWNED,0
0,28167,28,hindu,tile,2,0,1,OWNED,0
0,28168,28,hindu,tile,2,0,1,OWNED,0
0,28169,28,hindu,tile,2,0,1,OWNED,0
0,28170,28,hindu,tile,1,0,1,OWNED,0
1,28171,28,hindu,tile,1,0,1,OWNED,0
0,28172,28,hindu,tile,1,0,1,OWNED,0
0,28173,28,hindu,stone,6,0,1,OWNED,1
0,28174,28,hindu,sheet,2,0,1,OWNED,0
0,28175,28,hindu,rcc,3,1,1,OWNED,0
0,28176,28,hindu,stone,2,1,1,OWNED,0
0,28177,28,hindu,stone,2,0,1,OWNED,0
0,28178,28,hindu,sheet,2,0,1,OWNED,0
1,28179,28,hindu,rcc,2,0,1,OWNED,0
0,28180,28,hindu,rcc,2,2,1,OWNED,0
0,28181,28,hindu,stone,1,0,1,OWNED,0
0,28182,28,hindu,tile,3,0,1,OWNED,0
1,28183,28,hindu,tile,2,0,1,OWNED,0
0,28184,28,hindu,sheet,2,0,1,OWNED,0
1,28185,28,hindu,rcc,4,0,1,OWNED,0
0,28186,28,hindu,stone,1,0,1,GOVERNMENT,0
0,28187,28,hindu,stone,1,0,1,GOVERNMENT,0
0,28188,28,hindu,rcc,2,2,1,OWNED,0
0,28189,28,hindu,stone,2,0,1,OWNED,0
0,28190,28,hindu,rcc,4,1,1,OWNED,0
0,28191,28,hindu,tile,2,1,1,OWNED,1
0,28192,28,hindu,tile,2,1,1,OWNED,0
0,28193,28,hindu,rcc,3,0,1,OWNED,0
0,28194,28,hindu,rcc,2,2,1,OWNED,1
0,28195,28,hindu,stone,4,0,1,OWNED,0
0,28196,28,hindu,tile,1,0,1,OWNED,0
1,28197,28,hindu,rcc,2,2,1,OWNED,0
0,28198,28,hindu,rcc,2,1,1,OWNED,1
1,28199,28,hindu,stone,2,1,1,OWNED,1
0,28200,28,hindu,stone,2,0,1,OWNED,0
0,28201,28,hindu,sheet,1,0,0,GOVERNMENT,0
0,28202,28,hindu,sheet,1,0,1,GOVERNMENT,1
0,28203,28,hindu,rcc,4,1,1,OWNED,0
1,28204,28,hindu,tile,1,0,1,OWNED,0
0,28205,28,hindu,stone,2,1,1,OWNED,0
0,28206,28,hindu,stone,2,0,1,OWNED,0
0,28207,28,hindu,stone,4,1,1,OWNED,0
0,28208,28,hindu,stone,1,0,1,RENTED,0
0,28209,28,hindu,stone,1,0,0,RENTED,0
0,28210,28,hindu,stone,2,2,1,OWNED,0
0,28211,28,hindu,stone,1,1,1,OWNED,1
0,28212,28,hindu,stone,2,1,1,OWNED,0
0,28213,28,hindu,tile,1,0,1,OWNED,0
1,28214,28,hindu,stone,1,0,1,GOVERNMENT,1
0,28215,28,hindu,rcc,2,0,1,OWNED,0
0,28216,28,hindu,stone,5,0,1,OWNED,0
0,28217,28,hindu,rcc,4,1,1,OWNED,0
0,28218,28,hindu,stone,5,2,1,OWNED,0
0,28219,28,hindu,rcc,6,0,1,OWNED,0
0,28220,28,hindu,stone,3,1,1,RENTED,0
0,28221,28,hindu,rcc,3,3,1,OWNED,1
0,28222,28,hindu,stone,6,2,1,OWNED,0
0,28223,28,hindu,stone,4,1,1,OWNED,0
0,28224,28,hindu,stone,1,0,1,OWNED,1
0,28225,28,hindu,stone,4,0,1,OWNED,0
0,28226,28,hindu,stone,1,0,1,OWNED,0
0,28227,28,hindu,stone,4,2,1,OWNED,0
0,28228,28,hindu,stone,4,2,1,OWNED,0
0,28229,28,hindu,rcc,8,4,1,OWNED,1
0,28230,28,hindu,stone,2,1,1,OWNED,0
0,28231,28,hindu,rcc,3,1,1,OWNED,0
0,28232,28,christian,stone,2,0,1,RENTED,0
0,28233,28,hindu,stone,2,0,1,OWNED,0
0,28234,28,hindu,rcc,6,1,1,OWNED,0
0,28235,28,hindu,stone,3,0,1,OWNED,0
0,28236,28,hindu,rcc,5,0,1,OWNED,1
0,28237,28,hindu,rcc,3,1,1,OWNED,0
0,28238,28,hindu,rcc,4,1,1,OWNED,0
0,28239,28,hindu,rcc,4,1,1,OWNED,0
0,28240,28,hindu,rcc,4,1,1,RENTED,0
0,28241,28,hindu,stone,2,0,1,OWNED,0
0,28242,28,hindu,stone,3,0,1,OWNED,0
0,28243,28,hindu,stone,2,2,1,OWNED,0
0,28244,28,hindu,rcc,3,1,1,OWNED,0
0,28245,28,hindu,stone,2,1,1,OWNED,0
0,28246,28,hindu,stone,2,1,1,OWNED,0
0,28247,28,hindu,tile,4,0,1,OWNED,0
0,28248,28,hindu,rcc,2,1,1,OWNED,0
0,28249,28,hindu,stone,2,1,1,OWNED,0
1,28250,28,hindu,stone,3,1,1,OWNED,0
0,28251,28,hindu,rcc,2,1,1,RENTED,0
1,28252,28,hindu,tile,2,0,1,OWNED,1
0,28253,28,hindu,stone,2,0,1,OWNED,0
1,28254,28,hindu,stone,1,0,0,GOVERNMENT,0
0,28255,28,hindu,stone,2,0,1,GOVERNMENT,0
0,28256,28,hindu,rcc,4,1,1,OWNED,0
1,28257,28,hindu,tile,2,0,1,OWNED,0
1,28258,28,hindu,stone,5,1,1,OWNED,0
0,28259,28,hindu,stone,3,0,1,OWNED,0
0,28260,28,hindu,stone,2,1,1,OWNED,0
0,28261,28,hindu,stone,2,2,1,OWNED,0
0,28262,28,hindu,stone,4,0,1,OWNED,1
0,28263,28,hindu,stone,4,0,1,OWNED,0
0,28264,28,hindu,sheet,3,0,1,OWNED,0
0,28265,28,hindu,tile,2,0,1,OWNED,0
0,28266,28,hindu,stone,4,0,1,OWNED,0
0,28267,28,hindu,stone,3,0,1,OWNED,1
0,28268,28,hindu,sheet,4,1,1,OWNED,0
0,28269,28,hindu,stone,2,0,1,OWNED,0
0,28270,28,hindu,stone,3,0,1,OWNED,0
0,28271,28,hindu,sheet,4,1,1,OWNED,0
0,28272,28,hindu,rcc,4,0,1,OWNED,0
0,28273,28,hindu,rcc,4,3,1,OWNED,1
0,28274,28,hindu,stone,3,1,1,OWNED,0
0,28275,28,hindu,rcc,3,0,1,OWNED,0
0,28276,28,hindu,stone,3,0,1,OWNED,0
0,28277,28,hindu,stone,1,0,1,OWNED,0
0,28278,28,hindu,stone,4,1,1,OWNED,0
0,28279,28,hindu,tile,1,0,1,RENTED,0
0,28280,28,hindu,sheet,2,0,1,OWNED,0
0,28281,28,hindu,sheet,3,1,1,OWNED,0
0,28282,28,hindu,stone,3,1,1,OWNED,0
0,28283,28,hindu,rcc,4,5,1,OWNED,1
0,28284,28,hindu,rcc,8,3,1,OWNED,1
0,28285,28,hindu,rcc,4,0,1,OWNED,1
0,28286,28,hindu,stone,6,0,1,OWNED,0
0,28287,28,hindu,stone,1,1,1,OWNED,0
0,28288,28,hindu,stone,2,1,1,OWNED,0
0,28289,28,hindu,stone,2,1,1,OWNED,0
0,28290,28,hindu,stone,1,0,1,OWNED,0
0,28291,28,hindu,stone,2,0,1,OWNED,0
0,28292,28,hindu,rcc,2,1,1,OWNED,0
0,28293,28,hindu,sheet,2,0,1,OWNED,0
0,28294,28,hindu,sheet,5,1,1,OWNED,0
0,28295,28,hindu,rcc,1,0,1,OWNED,0
0,28296,28,hindu,stone,2,1,1,OWNED,0
0,28297,28,hindu,stone,3,1,1,OWNED,0
0,28298,28,hindu,rcc,3,0,1,OWNED,0
0,28299,28,hindu,tile,3,0,1,OWNED,0
0,28300,28,hindu,stone,3,0,1,OWNED,0
0,28301,28,hindu,tile,2,0,1,OWNED,0
0,28302,28,hindu,rcc,3,1,1,OWNED,0
0,28303,28,hindu,rcc,3,1,1,OWNED,0
0,28304,28,hindu,tile,1,2,1,OWNED,0
0,28305,28,hindu,stone,2,1,1,OWNED,0
0,28306,28,hindu,tile,2,1,1,OWNED,0
0,28307,28,hindu,tile,2,1,1,OWNED,0
0,28308,28,hindu,stone,2,0,1,OWNED,0
0,28309,28,hindu,tile,2,1,1,OWNED,1
0,28310,28,hindu,stone,5,0,1,OWNED,0
0,28311,28,hindu,stone,2,1,1,OWNED,0
0,28312,28,hindu,stone,2,0,1,SHARE_OWNED,0
1,28313,28,hindu,stone,2,1,1,RENTED,0
1,28314,28,hindu,stone,2,1,1,RENTED,0
1,28315,28,hindu,tile,2,1,0,RENTED,0
0,29001,29,hindu,sheet,1,1,1,OWNED,0
0,29002,29,hindu,stone,1,1,1,OWNED,0
0,29003,29,hindu,stone,3,1,1,SHARE_OWNED,0
0,29004,29,hindu,stone,2,0,1,OWNED,0
0,29005,29,hindu,stone,1,0,0,OWNED,0
0,29006,29,hindu,stone,1,0,1,OWNED,0
0,29007,29,hindu,other,3,0,1,RENTED,0
0,29008,29,hindu,stone,3,0,1,RENTED,0
0,29009,29,hindu,sheet,3,1,1,OWNED,0
1,29010,29,hindu,tile,1,0,1,OWNED,0
1,29011,29,hindu,stone,1,0,1,OWNED,0
0,29012,29,hindu,stone,2,1,1,SHARE_OWNED,0
0,29013,29,hindu,other,2,1,1,OWNED,0
1,29014,29,hindu,other,1,0,1,OWNED,0
0,29015,29,hindu,other,1,0,1,OWNED,0
0,29016,29,hindu,stone,3,0,1,OWNED,0
1,29017,29,hindu,stone,3,0,1,OWNED,0
0,29018,29,hindu,other,1,0,1,OWNED,0
0,29019,29,hindu,other,2,0,1,OWNED,0
0,29020,29,hindu,other,2,1,0,RENTED,0
0,29021,29,hindu,other,3,0,1,OWNED,0
0,29022,29,hindu,other,1,0,0,OWNED,0
1,29023,29,hindu,stone,2,0,1,OWNED,0
0,29024,29,hindu,tile,4,3,1,OWNED,0
0,29025,29,hindu,other,1,0,1,OWNED,0
1,29026,29,hindu,other,1,0,1,OWNED,0
1,29027,29,hindu,sheet,3,2,1,OWNED,0
0,29028,29,hindu,stone,1,0,0,OWNED,0
1,29029,29,hindu,other,2,0,0,OWNED,0
0,29030,29,hindu,other,3,1,0,SHARE_OWNED,0
0,29031,29,hindu,stone,2,0,1,OWNED,0
0,29032,29,hindu,other,2,0,1,OWNED,0
0,29033,29,hindu,rcc,1,0,1,OWNED,0
0,29034,29,hindu,stone,3,2,1,OWNED,0
0,29035,29,hindu,stone,2,0,1,OWNED,0
0,29036,29,hindu,tile,3,2,1,OWNED,0
0,29037,29,islam,other,3,1,1,OWNED,0
0,29038,29,hindu,stone,3,3,1,OWNED,0
0,29039,29,hindu,rcc,1,0,1,OWNED,0
1,29040,29,hindu,stone,3,2,1,OWNED,0
0,29041,29,hindu,stone,3,0,1,OWNED,0
0,29042,29,hindu,other,1,0,1,OWNED,0
0,29043,29,hindu,other,1,0,0,OWNED,0
0,29044,29,hindu,tile,3,0,1,OWNED,0
1,29045,29,hindu,other,1,0,1,OWNED,0
1,29046,29,islam,sheet,5,2,1,OWNED,0
0,29047,29,hindu,stone,2,1,1,OWNED,0
1,29048,29,hindu,tile,2,0,1,OWNED,1
1,29049,29,hindu,stone,3,2,1,OWNED,1
0,29050,29,islam,sheet,2,1,1,RENTED,0
0,29051,29,hindu,sheet,6,3,1,OWNED,1
0,29052,29,hindu,other,0,0,1,OWNED,0
0,29053,29,hindu,tile,3,2,1,OWNED,0
0,29054,29,hindu,tile,3,2,1,OWNED,0
0,29055,29,hindu,stone,3,2,1,OWNED,1
0,29056,29,hindu,stone,5,4,1,OWNED,0
0,29057,29,hindu,stone,8,3,1,SHARE_OWNED,1
0,29058,29,hindu,tile,1,0,1,OWNED,1
0,29059,29,hindu,sheet,1,1,1,OWNED,0
0,29060,29,hindu,other,1,0,0,OWNED,0
0,29061,29,hindu,other,1,0,0,OWNED,0
0,29062,29,hindu,stone,3,6,1,OWNED,1
0,29063,29,hindu,rcc,5,2,1,OWNED,1
0,29064,29,hindu,other,3,2,1,RENTED,0
0,29065,29,hindu,stone,3,2,1,OWNED,0
0,29066,29,hindu,stone,5,2,1,GOVERNMENT,1
0,29067,29,islam,sheet,2,1,1,OWNED,0
0,29068,29,islam,stone,3,2,1,OWNED,0
0,29069,29,islam,other,2,0,1,SHARE_OWNED,0
0,29070,29,islam,other,2,0,1,SHARE_OWNED,0
0,29071,29,islam,tile,3,1,0,OWNED,0
0,29072,29,islam,tile,3,1,1,OWNED,0
1,29073,29,hindu,tile,4,2,1,OWNED,0
0,29074,29,hindu,stone,1,1,1,OWNED,1
