CS_PropertyID,cluster,size,empl_gr,Rent,leasing_rate,stories,age,renovated,class_a,class_b,LEED,Energystar,green_rating,net,amenities,cd_total_07,hd_total07,total_dd_07,Precipitation,Gas_Costs,Electricity_Costs,cluster_rent
5695320,293,29200,2.38,34.87,90.39,1,2,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,24
248448,293,105000,2.38,42,100,12,78,1,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,24
248876,293,662000,2.38,42.52,92.48,31,41,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,24
591693,294,459000,5.72,23.2,87.11,23,5,0,1,0,1,0,1,1,1,2629,1923,4552,25.55,0.0101,0.0289,19.52
591366,294,59199,5.72,11,85.25,7,33,1,0,1,0,0,0,0,0,2629,1923,4552,25.55,0.01011846,0.028868699,19.52
591392,294,86148,5.72,15.12,67.62,8,82,0,0,0,0,0,0,0,0,2629,1923,4552,25.55,0.01011846,0.028868699,19.52
591335,294,130686,5.72,16,79.58,9,97,1,0,1,0,0,0,0,0,2629,1923,4552,25.55,0.01011846,0.028868699,19.52
591381,294,314886,5.72,16,56.93,15,26,0,0,1,0,0,0,1,1,2629,1923,4552,25.55,0.01011846,0.028868699,19.52
98002,294,119338,5.72,17,88.39,11,24,0,1,0,0,0,0,0,1,2629,1923,4552,25.55,0.01011846,0.028868699,19.52
591267,294,108676,5.72,17,91.13,9,97,1,1,0,0,0,0,0,1,2629,1923,4552,25.55,0.01011846,0.028868699,19.52
1016526,294,24500,5.72,18.5,42.86,6,0,0,0,1,0,0,0,0,0,2629,1923,4552,25.55,0.01011846,0.028868699,19.52
591137,294,389503,5.72,19.52,86.63,21,35,1,1,0,0,0,0,1,1,2629,1923,4552,25.55,0.01011846,0.028868699,19.52
591286,294,523000,5.72,19.85,81.25,32,23,1,1,0,0,0,0,1,1,2629,1923,4552,25.55,0.01011846,0.028868699,19.52
595521,294,14720,5.72,20,52.3,2,127,1,0,1,0,0,0,0,0,2629,1923,4552,25.55,0.01011846,0.028868699,19.52
591331,294,19606,5.72,21,63.77,3,142,1,0,1,0,0,0,0,1,2629,1923,4552,25.55,0.01011846,0.028868699,19.52
603345,294,8930,5.72,23,5.94,2,42,0,0,0,0,0,0,0,0,2629,1923,4552,25.55,0.01011846,0.028868699,19.52
6123050,294,3332,5.72,30,100,2,115,0,0,0,0,0,0,0,0,2629,1923,4552,25.55,0.01011846,0.028868699,19.52
591282,294,118786,5.72,30.69,100,15,78,1,1,0,0,0,0,0,1,2629,1923,4552,25.55,0.01011846,0.028868699,19.52
233960,295,566960,4.01,23.29,97.07,26,35,1,0,1,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,19.84
91251,295,71000,4.01,9.6,0,10,77,1,0,0,0,0,0,0,0,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
233981,295,203888,4.01,12,46.35,23,98,1,0,0,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
234027,295,380220,4.01,13,63.87,18,52,0,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
119911,295,218511,4.01,15,47.78,21,26,1,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
233936,295,809997,4.01,15.18,92.39,35,78,0,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
233953,295,599107,4.01,15.64,75.86,27,81,1,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
237400,295,92277,4.01,16,89.53,10,93,0,0,0,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
234438,295,182018,4.01,18,26.16,15,46,0,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
238412,295,82568,4.01,18.05,67.57,10,84,1,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
233943,295,594595,4.01,18.09,95.97,29,46,1,1,0,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
233977,295,542458,4.01,19.84,77.45,24,51,1,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
119822,295,844000,4.01,20,90.5,35,36,1,1,0,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
233966,295,837161,4.01,20.13,98.12,36,4,0,1,0,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
239636,295,105145,4.01,20.5,9.73,8,29,1,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
42088,295,264885,4.01,21.39,96.19,20,26,0,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
239996,295,70000,4.01,22,35.13,4,79,1,0,0,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
45249,295,116000,4.01,22.51,84.22,11,87,1,0,0,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
765114,295,500000,4.01,23.5,98.07,25,79,1,0,0,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
56248,295,664940,4.01,23.57,95.92,34,32,0,1,0,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
233923,295,1333312,4.01,24,93.65,49,27,0,1,0,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,19.84
247587,296,289083,2.38,23.3,99.12,8,19,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,27
248324,296,66407,2.38,23.68,95.95,4,23,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,27
247598,296,38000,2.38,25.8,92.64,3,25,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,27
247610,296,15509,2.38,28.2,23.45,2,39,0,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,27
247606,296,214912,2.38,28.8,92.04,12,39,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,27
247609,296,79996,2.38,28.8,83.2,5,39,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,27
393836,298,675400,1.43,23.4,90.59,29,29,0,1,0,0,1,1,0,1,966,6040,7006,16.67,0.0095,0.022,21.125
393923,298,94259,1.43,12,100,7,109,0,0,1,0,0,0,0,0,966,6040,7006,16.67,0.009486673,0.021981243,21.125
393924,298,19600,1.43,14.24,66.33,4,102,1,0,0,0,0,0,0,0,966,6040,7006,16.67,0.009486673,0.021981243,21.125
393691,298,25679,1.43,14.5,71.52,5,118,1,0,1,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
393866,298,103300,1.43,14.84,89.12,12,95,1,0,1,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
393873,298,86257,1.43,15,100,9,29,1,0,1,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
393841,298,571468,1.43,16.66,87.55,28,25,0,1,0,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
393843,298,425104,1.43,17.91,46.32,28,50,1,0,1,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
393795,298,494323,1.43,18.65,96.35,26,33,0,1,0,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
18213,298,108862,1.43,18.96,88.36,10,25,0,0,1,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
399333,298,42007,1.43,19.08,72.97,6,104,0,0,1,0,0,0,0,0,966,6040,7006,16.67,0.009486673,0.021981243,21.125
931899,298,85000,1.43,20,100,3,26,0,0,1,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
109073,298,232000,1.43,22.25,87.69,22,53,0,0,1,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
393904,298,39486,1.43,23,100,6,97,1,0,1,0,0,0,0,0,966,6040,7006,16.67,0.009486673,0.021981243,21.125
741365,298,49000,1.43,23,100,3,42,0,0,1,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
393834,298,212681,1.43,24.5,94.69,24,22,1,1,0,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
393481,298,126400,1.43,24.79,3,6,92,0,0,1,0,0,0,0,0,966,6040,7006,16.67,0.009486673,0.021981243,21.125
623243,298,139964,1.43,25,32.38,4,22,0,0,1,0,0,0,0,0,966,6040,7006,16.67,0.009486673,0.021981243,21.125
393910,298,173155,1.43,25.58,89.6,20,25,0,1,0,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
393917,298,1274867,1.43,29.67,99.23,52,25,0,1,0,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
393831,298,550805,1.43,30,95.6,42,26,1,1,0,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
393856,298,151425,1.43,33,100,16,32,0,0,1,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,21.125
717050,299,238772,3.39,23.5,90.71,13,24,1,1,0,0,1,1,0,1,407,7200,7607,30.32,0.0128,0.0198,16.5
716997,299,34801,3.39,15.95,97.62,4,114,1,0,0,0,0,0,0,1,407,7200,7607,30.32,0.012773939,0.019841735,16.5
716962,299,17138,3.39,16,86.74,2,107,1,0,1,0,0,0,0,0,407,7200,7607,30.32,0.012773939,0.019841735,16.5
717024,299,32000,3.39,16.14,76.87,4,127,1,0,0,0,0,0,0,0,407,7200,7607,30.32,0.012773939,0.019841735,16.5
717713,299,40000,3.39,16.5,76.88,4,99,0,0,0,0,0,0,0,0,407,7200,7607,30.32,0.012773939,0.019841735,16.5
716937,299,40000,3.39,17,82.22,5,101,1,0,0,0,0,0,0,0,407,7200,7607,30.32,0.012773939,0.019841735,16.5
717119,299,32500,3.39,18.5,87.08,4,119,1,0,1,0,0,0,0,0,407,7200,7607,30.32,0.012773939,0.019841735,16.5
559366,300,111966,1.39,23.5,100,4,7,0,1,0,0,1,1,0,0,1653,4916,6569,26.01,0.0123,0.0204,20.53
78229,300,144081,1.39,15.49,94.88,7,20,0,1,0,0,0,0,0,1,1653,4916,6569,26.01,0.012280355,0.020398593,20.53
78217,300,229268,1.39,20.5,70.71,15,20,0,1,0,0,0,0,0,1,1653,4916,6569,26.01,0.012280355,0.020398593,20.53
78169,300,149787,1.39,20.53,78.83,7,23,0,1,0,0,0,0,0,1,1653,4916,6569,26.01,0.012280355,0.020398593,20.53
78197,300,147978,1.39,21.22,95.12,10,21,0,1,0,0,0,0,0,1,1653,4916,6569,26.01,0.012280355,0.020398593,20.53
78310,300,29583,1.39,28,91.85,1,23,0,0,1,0,0,0,0,1,1653,4916,6569,26.01,0.012280355,0.020398593,20.53
113421,301,241150,1.39,23.5,93.19,13,16,0,1,0,0,1,1,0,1,1653,4916,6569,26.01,0.0123,0.0204,19.5
559161,301,42901,1.39,17.5,3.27,1,27,0,0,1,0,0,0,0,0,1653,4916,6569,26.01,0.012280355,0.020398593,19.5
78223,301,42290,1.39,19.5,54.72,2,21,0,0,1,0,0,0,0,0,1653,4916,6569,26.01,0.012280355,0.020398593,19.5
776282,302,669711,3.27,23.63,92.84,41,1,0,1,0,1,0,1,0,1,2269,2382,4651,40.7,0.0138,0.0229,22.73
441691,302,774344,3.27,13.32,98.23,38,17,0,1,0,0,0,0,0,1,2269,2382,4651,40.7,0.013810464,0.022889801,22.73
441138,302,439388,3.27,18.46,100,20,20,0,1,0,0,0,0,0,1,2269,2382,4651,40.7,0.013810464,0.022889801,22.73
441139,302,1100312,3.27,19.06,81.76,50,20,0,1,0,0,0,0,0,1,2269,2382,4651,40.7,0.013810464,0.022889801,22.73
443107,302,28537,3.27,22.25,32.6,5,16,0,0,1,0,0,0,0,1,2269,2382,4651,40.7,0.013810464,0.022889801,22.73
440767,302,313096,3.27,23.21,92.62,24,35,1,1,0,0,0,0,0,1,2269,2382,4651,40.7,0.013810464,0.022889801,22.73
440768,302,385262,3.27,23.41,91.17,22,33,1,1,0,0,0,0,0,1,2269,2382,4651,40.7,0.013810464,0.022889801,22.73
443117,302,97000,3.27,27.56,66.85,53,14,0,1,0,0,0,0,0,1,2269,2382,4651,40.7,0.013810464,0.022889801,22.73
393100,303,335343,1.43,23.87,88.76,7,23,0,1,0,0,1,1,0,1,966,6040,7006,16.67,0.0095,0.022,18
398997,303,14983,1.43,13.25,50.24,3,26,0,0,1,0,0,0,0,0,966,6040,7006,16.67,0.009486673,0.021981243,18
393095,303,71699,1.43,13.9,85.76,4,24,0,0,1,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,18
115785,303,18024,1.43,14,98.24,3,23,0,0,0,0,0,0,0,0,966,6040,7006,16.67,0.009486673,0.021981243,18
393141,303,35595,1.43,17.45,80.15,3,25,1,0,1,0,0,0,0,0,966,6040,7006,16.67,0.009486673,0.021981243,18
399054,303,35595,1.43,17.45,82.54,3,25,1,0,1,0,0,0,0,0,966,6040,7006,16.67,0.009486673,0.021981243,18
393092,303,53527,1.43,18,74.11,3,22,1,0,1,0,0,0,0,0,966,6040,7006,16.67,0.009486673,0.021981243,18
399000,303,35595,1.43,18.48,87.39,3,25,1,0,1,0,0,0,0,0,966,6040,7006,16.67,0.009486673,0.021981243,18
399278,303,44867,1.43,19,92.63,3,9,0,1,0,0,0,0,0,0,966,6040,7006,16.67,0.009486673,0.021981243,18
393237,303,104366,1.43,20.5,39.82,3,26,0,0,1,0,0,0,0,1,966,6040,7006,16.67,0.009486673,0.021981243,18
399207,303,96269,1.43,23,50.3,4,8,0,1,0,0,0,0,0,0,966,6040,7006,16.67,0.009486673,0.021981243,18
2883,304,138005,1.15,24,54.82,3,30,1,1,0,0,1,1,0,1,1299,4796,6095,52.08,0.0128,0.0341,25.75
161430,304,278456,1.15,27.5,100,5,23,0,1,0,0,0,0,0,0,1299,4796,6095,52.08,0.012813425,0.034056272,25.75
247481,305,130818,2.38,24,100,6,19,0,1,0,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,36
247996,305,25075,2.38,23.88,83.86,3,37,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,36
247136,305,142249,2.38,36,89.57,9,36,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,36
247761,305,160880,2.38,37.54,89.28,8,29,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,36
247450,305,163194,2.38,39,100,8,22,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,36
716836,306,384000,3.39,24,99.4,19,34,1,1,0,1,0,1,0,1,407,7200,7607,30.32,0.0128,0.0198,20.9
4319015,306,34592,3.39,13.68,89.88,4,97,0,0,0,0,0,0,0,0,407,7200,7607,30.32,0.012773939,0.019841735,20.9
743307,306,93947,3.39,18.4,83.1,5,43,0,0,1,0,0,0,0,1,407,7200,7607,30.32,0.012773939,0.019841735,20.9
716934,306,140000,3.39,18.48,99.24,10,55,0,0,1,0,0,0,0,1,407,7200,7607,30.32,0.012773939,0.019841735,20.9
717077,306,491528,3.39,19,97.38,30,23,0,1,0,0,0,0,0,1,407,7200,7607,30.32,0.012773939,0.019841735,20.9
716916,306,202200,3.39,19.15,95.06,11,36,1,1,0,0,0,0,0,0,407,7200,7607,30.32,0.012773939,0.019841735,20.9
716981,306,253000,3.39,20.39,99.32,15,27,1,1,0,0,0,0,0,1,407,7200,7607,30.32,0.012773939,0.019841735,20.9
717071,306,137295,3.39,20.75,96.84,4,40,1,0,1,0,0,0,0,0,407,7200,7607,30.32,0.012773939,0.019841735,20.9
716830,306,215983,3.39,20.9,84.25,10,26,0,1,0,0,0,0,0,1,407,7200,7607,30.32,0.012773939,0.019841735,20.9
717067,306,38743,3.39,22.5,85.4,4,20,0,0,1,0,0,0,0,0,407,7200,7607,30.32,0.012773939,0.019841735,20.9
716996,306,182000,3.39,22.76,99.29,6,34,1,1,0,0,0,0,0,1,407,7200,7607,30.32,0.012773939,0.019841735,20.9
716874,306,123171,3.39,24,91.21,9,39,1,1,0,0,0,0,0,0,407,7200,7607,30.32,0.012773939,0.019841735,20.9
716915,306,273198,3.39,26.02,93.72,19,33,1,1,0,0,0,0,0,1,407,7200,7607,30.32,0.012773939,0.019841735,20.9
716907,306,355705,3.39,26.28,86.8,35,23,0,1,0,0,0,0,0,1,407,7200,7607,30.32,0.012773939,0.019841735,20.9
717136,306,694000,3.39,26.71,95.91,38,35,0,1,0,0,0,0,0,0,407,7200,7607,30.32,0.012773939,0.019841735,20.9
470747,307,335238,2.44,24,99.41,8,8,0,1,0,1,0,1,0,1,196,4783,4979,45.55,0.0118,0.0194,22
470450,307,20004,2.44,5.82,52.22,3,107,0,0,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
110978,307,65645,2.44,12.92,93.67,7,105,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
620639,307,10285,2.44,12.96,94.17,3,118,0,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
470509,307,35000,2.44,13.81,46.42,5,77,0,0,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,22
470446,307,24000,2.44,16.76,48.13,3,68,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,22
470429,307,57630,2.44,17.15,81.38,7,100,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
470433,307,113424,2.44,18.13,96.82,5,99,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,22
509952,307,11135,2.44,18.43,75.29,4,107,1,0,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
470440,307,26590,2.44,18.52,85.1,4,70,1,0,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,22
529565,307,30640,2.44,20,94.41,5,97,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
1244162,307,12247,2.44,20,71.25,2,105,0,0,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
470530,307,22980,2.44,20.64,82.92,7,97,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,22
470443,307,75881,2.44,21.39,95.01,4,58,0,0,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
470448,307,191621,2.44,22,95.62,7,101,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,22
676357,307,12833,2.44,22,67.15,4,101,1,0,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
470582,307,77553,2.44,22.1,97.96,7,118,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,22
1478936,307,29884,2.44,22.68,88.17,3,107,1,0,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
470581,307,50000,2.44,24,85.7,6,42,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,22
597828,307,73200,2.44,24,100,6,107,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
470442,307,54270,2.44,24.79,45.39,6,117,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
470434,307,63814,2.44,25,96.25,6,100,1,0,1,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,22
470432,307,69283,2.44,25.83,86.74,6,21,0,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,22
470438,307,37390,2.44,26,89.22,6,102,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
470441,307,31653,2.44,26,96.93,5,115,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
470445,307,79539,2.44,26,90.8,6,105,0,0,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,22
472381,307,56028,2.44,26.5,100,6,97,1,0,1,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
470536,307,256481,2.44,29,91.38,38,93,1,1,0,0,0,0,0,1,196,4783,4979,45.55,0.011816387,0.019431419,22
470772,307,145000,2.44,30,98.78,10,5,0,1,0,0,0,0,0,0,196,4783,4979,45.55,0.011816387,0.019431419,22
837098,308,110000,-0.31,24,87.25,3,2,0,1,0,1,0,1,0,0,881,5493,6374,47.68,0.0141,0.0262,23.5
722458,308,37293,-0.31,23,80.83,3,5,0,1,0,0,0,0,0,0,881,5493,6374,47.68,0.014116486,0.026201641,23.5
70063,308,225000,-0.31,27,99.9,2,60,1,0,1,0,0,0,0,0,881,5493,6374,47.68,0.014116486,0.026201641,23.5
324766,309,172077,1.97,24,100,11,25,0,1,0,0,1,1,0,1,130,2739,2869,22.71,0.0103,0.0378,20.74
5876317,309,1624,1.97,12,0,3,89,0,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
326317,309,27336,1.97,16.2,87.59,2,84,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
329534,309,50160,1.97,16.47,5.1,11,92,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
1192020,309,25000,1.97,16.5,0,3,61,0,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
36586,309,26560,1.97,16.8,94.62,2,80,0,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
4282659,309,130000,1.97,16.8,97.06,7,92,0,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
36831,309,17542,1.97,18,81.09,2,27,0,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
325316,309,15900,1.97,18,58.08,5,83,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
328730,309,7552,1.97,18,66.9,3,78,1,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
325321,309,53669,1.97,18.56,88.29,8,84,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
326294,309,65000,1.97,19.68,65.88,5,95,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
329415,309,25000,1.97,19.8,62.78,4,92,0,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
326292,309,59213,1.97,20.27,79.91,4,86,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
326293,309,32670,1.97,20.68,59.29,5,88,0,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
324765,309,77000,1.97,20.74,87.35,16,80,0,0,1,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,20.74
325327,309,78000,1.97,21,77.13,11,80,0,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
328244,309,54553,1.97,21.59,38.57,7,83,1,0,1,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,20.74
324744,309,73312,1.97,21.6,75.35,10,96,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
329140,309,12000,1.97,21.6,51.67,4,54,0,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
325312,309,52000,1.97,22.2,85.96,11,96,0,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
330683,309,91698,1.97,22.2,81.9,4,82,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
327105,309,129553,1.97,22.69,77.47,14,82,1,0,1,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,20.74
51396,309,60000,1.97,23.08,82.11,4,95,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
325464,309,136769,1.97,23.4,77.55,10,81,1,1,0,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,20.74
326289,309,19474,1.97,25.2,85.42,7,93,1,0,0,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
328368,309,33000,1.97,25.2,70.39,3,34,0,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
324764,309,82298,1.97,25.8,24.58,20,101,1,0,1,0,0,0,0,0,130,2739,2869,22.71,0.01029615,0.037807737,20.74
110824,309,325000,1.97,27.87,83.05,15,50,0,1,0,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,20.74
324747,309,183178,1.97,28.97,85.31,11,17,0,1,0,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,20.74
324743,309,238392,1.97,30.09,66.46,10,35,1,1,0,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,20.74
324739,309,580000,1.97,36,93.65,24,17,0,1,0,0,0,0,0,1,130,2739,2869,22.71,0.01029615,0.037807737,20.74
204298,310,450614,1.74,24,83.07,14,26,1,1,0,0,1,1,0,1,1113,6001,7114,41.32,0.0108,0.0233,25.5
204295,310,487027,1.74,27,73.64,27,16,0,1,0,0,0,0,0,1,1113,6001,7114,41.32,0.01076999,0.023300117,25.5
233932,312,1024956,4.01,24,96.09,40,33,1,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,18.965
23293,312,90000,4.01,9,0,16,59,0,0,0,0,0,0,0,0,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
91251,312,71000,4.01,9.6,0,10,77,1,0,0,0,0,0,0,0,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
233981,312,203888,4.01,12,46.35,23,98,1,0,0,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
234027,312,380220,4.01,13,63.87,18,52,0,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
119911,312,218511,4.01,15,47.78,21,26,1,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
233988,312,150000,4.01,15,72.65,21,81,1,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
233936,312,809997,4.01,15.18,92.39,35,78,0,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
233953,312,599107,4.01,15.64,75.86,27,81,1,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
237400,312,92277,4.01,16,89.53,10,93,0,0,0,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
234438,312,182018,4.01,18,26.16,15,46,0,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
238412,312,82568,4.01,18.05,67.57,10,84,1,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
233943,312,594595,4.01,18.09,95.97,29,46,1,1,0,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
233977,312,542458,4.01,19.84,77.45,24,51,1,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
233966,312,837161,4.01,20.13,98.12,36,4,0,1,0,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
239636,312,105145,4.01,20.5,9.73,8,29,1,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
234056,312,674246,4.01,20.52,89.06,16,24,0,0,1,0,0,0,0,1,2746,1670,4416,25.55,0.01011846,0.028868699,18.965
