"partner","year","partner_name","product","product_name","partner_report_export","US_report_import","pop2000","region","govthonesty","distcap","gdppcus2000","met"
"CZE",1999,"Czech Republic","950349","Toys representing animals or non-hu",118.402,182.121,10273300,3,0.339669764041901,6904.5712890625,55707480000,0
"CZE",1999,"Czech Republic","950341","Toys representing animals or non-hu",32.373,43.828,10273300,3,0.339669764041901,6904.5712890625,55707480000,0
"CZE",1999,"Czech Republic","950310","Electric trains, including tracks,",96.676,181.998,10273300,3,0.339669764041901,6904.5712890625,55707480000,0
"CZE",1999,"Czech Republic","950291","Parts and accessories :-- Garments",0.668,0,10273300,3,0.339669764041901,6904.5712890625,55707480000,0
"CZE",1999,"Czech Republic","950330","Other construction sets and constru",63.432,142.891,10273300,3,0.339669764041901,6904.5712890625,55707480000,0
"CZE",2000,"Czech Republic","950341","Toys representing animals or non-hu",23.968,12.225,10273300,3,0.390714734792709,6904.5712890625,55707480000,0
"CZE",2000,"Czech Republic","950330","Other construction sets and constru",179.456,63.938,10273300,3,0.390714734792709,6904.5712890625,55707480000,0
"CZE",2000,"Czech Republic","950320","Reduced-size (""scale"") model assemb",1345.125,1045.275,10273300,3,0.390714734792709,6904.5712890625,55707480000,0
"CZE",2000,"Czech Republic","950299","Parts and accessories :-- Other",0,11.167,10273300,3,0.390714734792709,6904.5712890625,55707480000,0
"CZE",2000,"Czech Republic","950349","Toys representing animals or non-hu",334.219,243.43,10273300,3,0.390714734792709,6904.5712890625,55707480000,0
"CZE",2000,"Czech Republic","950310","Electric trains, including tracks,",29.614,216.214,10273300,3,0.390714734792709,6904.5712890625,55707480000,0
"CZE",2001,"Czech Republic","950310","Electric trains, including tracks,",52.315,39.21,10273300,3,0.359739810228348,6904.5712890625,55707480000,0
"CZE",2001,"Czech Republic","950320","Reduced-size (""scale"") model assemb",2339.374,1108.222,10273300,3,0.359739810228348,6904.5712890625,55707480000,0
"CZE",2001,"Czech Republic","950349","Toys representing animals or non-hu",306.366,189.682,10273300,3,0.359739810228348,6904.5712890625,55707480000,0
"CZE",2001,"Czech Republic","950330","Other construction sets and constru",1543,591.87,10273300,3,0.359739810228348,6904.5712890625,55707480000,0
"CZE",2001,"Czech Republic","950341","Toys representing animals or non-hu",14.658,43.238,10273300,3,0.359739810228348,6904.5712890625,55707480000,0
"CZE",2002,"Czech Republic","950320","Reduced-size (""scale"") model assemb",2386.114,2177.95,10273300,3,0.328764885663986,6904.5712890625,55707480000,0
"CZE",2002,"Czech Republic","950349","Toys representing animals or non-hu",403.491,390.177,10273300,3,0.328764885663986,6904.5712890625,55707480000,0
"CZE",2002,"Czech Republic","950310","Electric trains, including tracks,",53.501,297.522,10273300,3,0.328764885663986,6904.5712890625,55707480000,0
"CZE",2002,"Czech Republic","950341","Toys representing animals or non-hu",35.007,51.529,10273300,3,0.328764885663986,6904.5712890625,55707480000,0
"CZE",2002,"Czech Republic","950330","Other construction sets and constru",1259.284,1059.189,10273300,3,0.328764885663986,6904.5712890625,55707480000,0
"CZE",2002,"Czech Republic","950299","Parts and accessories :-- Other",3.781,0.574,10273300,3,0.328764885663986,6904.5712890625,55707480000,0
"CZE",2003,"Czech Republic","950320","Reduced-size (""scale"") model assemb",2684.902,1663.422,10273300,3,0.37920480966568,6904.5712890625,55707480000,0
"CZE",2003,"Czech Republic","950330","Other construction sets and constru",1047.375,3319.433,10273300,3,0.37920480966568,6904.5712890625,55707480000,0
"CZE",2003,"Czech Republic","950349","Toys representing animals or non-hu",376.549,339.77,10273300,3,0.37920480966568,6904.5712890625,55707480000,0
"CZE",2003,"Czech Republic","950310","Electric trains, including tracks,",74.266,371.711,10273300,3,0.37920480966568,6904.5712890625,55707480000,0
"CZE",2003,"Czech Republic","950299","Parts and accessories :-- Other",0.703,3.789,10273300,3,0.37920480966568,6904.5712890625,55707480000,0
"CZE",2003,"Czech Republic","950341","Toys representing animals or non-hu",8.785,24.097,10273300,3,0.37920480966568,6904.5712890625,55707480000,0
"CZE",2004,"Czech Republic","950330","Other construction sets and constru",2484.42,2612.474,10273300,3,0.333747774362564,6904.5712890625,55707480000,0
"CZE",2004,"Czech Republic","950341","Toys representing animals or non-hu",12.543,13.872,10273300,3,0.333747774362564,6904.5712890625,55707480000,0
"CZE",2004,"Czech Republic","950320","Reduced-size (""scale"") model assemb",2313.754,2340.193,10273300,3,0.333747774362564,6904.5712890625,55707480000,0
"CZE",2004,"Czech Republic","950349","Toys representing animals or non-hu",270.516,240.126,10273300,3,0.333747774362564,6904.5712890625,55707480000,0
"CZE",2004,"Czech Republic","950291","Parts and accessories :-- Garments",6.562,0,10273300,3,0.333747774362564,6904.5712890625,55707480000,0
"CZE",2004,"Czech Republic","950310","Electric trains, including tracks,",84.52,19.268,10273300,3,0.333747774362564,6904.5712890625,55707480000,0
"CZE",2005,"Czech Republic","950330","Other construction sets and constru",0,9717.005,10273300,3,0.422046154737473,6904.5712890625,55707480000,0
"CZE",2005,"Czech Republic","950349","Toys representing animals or non-hu",0,145.961,10273300,3,0.422046154737473,6904.5712890625,55707480000,0
"CZE",2005,"Czech Republic","950320","Reduced-size (""scale"") model assemb",0,2940.971,10273300,3,0.422046154737473,6904.5712890625,55707480000,0
"CZE",2005,"Czech Republic","950341","Toys representing animals or non-hu",0,37.571,10273300,3,0.422046154737473,6904.5712890625,55707480000,0
"CZE",2005,"Czech Republic","950310","Electric trains, including tracks,",0,31.358,10273300,3,0.422046154737473,6904.5712890625,55707480000,0
"DEU",1996,"Germany","950299","Parts and accessories :-- Other",1402.698,1284.378,82210000,3,1.91969180107117,6717.5419921875,1.900221e+12,7
"DEU",1996,"Germany","950310","Electric trains, including tracks,",15752.613,17062.938,82210000,3,1.91969180107117,6717.5419921875,1.900221e+12,7
"DEU",1996,"Germany","950330","Other construction sets and constru",1269.804,970.185,82210000,3,1.91969180107117,6717.5419921875,1.900221e+12,7
"DEU",1996,"Germany","950320","Reduced-size (""scale"") model assemb",2996.764,2953.516,82210000,3,1.91969180107117,6717.5419921875,1.900221e+12,7
"DEU",1996,"Germany","950291","Parts and accessories :-- Garments",605.997,749.57,82210000,3,1.91969180107117,6717.5419921875,1.900221e+12,7
"DEU",1996,"Germany","950349","Toys representing animals or non-hu",2697.087,1563.108,82210000,3,1.91969180107117,6717.5419921875,1.900221e+12,7
"DEU",1996,"Germany","950341","Toys representing animals or non-hu",6126.422,6951.035,82210000,3,1.91969180107117,6717.5419921875,1.900221e+12,7
"DEU",1997,"Germany","950341","Toys representing animals or non-hu",8400.561,8768.897,82210000,3,2.03241944313049,6717.5419921875,1.900221e+12,7
"DEU",1997,"Germany","950310","Electric trains, including tracks,",12701.192,16553.134,82210000,3,2.03241944313049,6717.5419921875,1.900221e+12,7
"DEU",1997,"Germany","950291","Parts and accessories :-- Garments",1106.156,1191.325,82210000,3,2.03241944313049,6717.5419921875,1.900221e+12,7
"DEU",1997,"Germany","950330","Other construction sets and constru",1778.04,1434.763,82210000,3,2.03241944313049,6717.5419921875,1.900221e+12,7
"DEU",1997,"Germany","950299","Parts and accessories :-- Other",1549.08,1379.537,82210000,3,2.03241944313049,6717.5419921875,1.900221e+12,7
"DEU",1997,"Germany","950349","Toys representing animals or non-hu",2158.101,1233.59,82210000,3,2.03241944313049,6717.5419921875,1.900221e+12,7
"DEU",1997,"Germany","950320","Reduced-size (""scale"") model assemb",2444.733,2464.801,82210000,3,2.03241944313049,6717.5419921875,1.900221e+12,7
"DEU",1998,"Germany","950310","Electric trains, including tracks,",20398,21925.832,82210000,3,2.14514708518982,6717.5419921875,1.900221e+12,7
"DEU",1998,"Germany","950349","Toys representing animals or non-hu",2028,1340.638,82210000,3,2.14514708518982,6717.5419921875,1.900221e+12,7
"DEU",1998,"Germany","950341","Toys representing animals or non-hu",7662,7783.93,82210000,3,2.14514708518982,6717.5419921875,1.900221e+12,7
"DEU",1998,"Germany","950299","Parts and accessories :-- Other",1441,1455.564,82210000,3,2.14514708518982,6717.5419921875,1.900221e+12,7
"DEU",1998,"Germany","950330","Other construction sets and constru",1725,1603.777,82210000,3,2.14514708518982,6717.5419921875,1.900221e+12,7
"DEU",1998,"Germany","950320","Reduced-size (""scale"") model assemb",2542,2445.1,82210000,3,2.14514708518982,6717.5419921875,1.900221e+12,7
"DEU",1998,"Germany","950291","Parts and accessories :-- Garments",1147,1368.406,82210000,3,2.14514708518982,6717.5419921875,1.900221e+12,7
"DEU",1999,"Germany","950349","Toys representing animals or non-hu",2699.479,2990.98,82210000,3,1.90823197364807,6717.5419921875,1.900221e+12,7
"DEU",1999,"Germany","950320","Reduced-size (""scale"") model assemb",2952.556,2323.676,82210000,3,1.90823197364807,6717.5419921875,1.900221e+12,7
"DEU",1999,"Germany","950310","Electric trains, including tracks,",15378.328,16753.57,82210000,3,1.90823197364807,6717.5419921875,1.900221e+12,7
"DEU",1999,"Germany","950291","Parts and accessories :-- Garments",697.728,769,82210000,3,1.90823197364807,6717.5419921875,1.900221e+12,7
"DEU",1999,"Germany","950341","Toys representing animals or non-hu",11231.687,11902.298,82210000,3,1.90823197364807,6717.5419921875,1.900221e+12,7
"DEU",1999,"Germany","950299","Parts and accessories :-- Other",1011.216,954.736,82210000,3,1.90823197364807,6717.5419921875,1.900221e+12,7
"DEU",1999,"Germany","950330","Other construction sets and constru",1556.554,1210.748,82210000,3,1.90823197364807,6717.5419921875,1.900221e+12,7
"DEU",2000,"Germany","950299","Parts and accessories :-- Other",740.232,1131.607,82210000,3,1.67131674289703,6717.5419921875,1.900221e+12,7
"DEU",2000,"Germany","950320","Reduced-size (""scale"") model assemb",2997.189,2371.778,82210000,3,1.67131674289703,6717.5419921875,1.900221e+12,7
"DEU",2000,"Germany","950310","Electric trains, including tracks,",14002.736,14972.063,82210000,3,1.67131674289703,6717.5419921875,1.900221e+12,7
"DEU",2000,"Germany","950330","Other construction sets and constru",1778.536,1748.041,82210000,3,1.67131674289703,6717.5419921875,1.900221e+12,7
"DEU",2000,"Germany","950341","Toys representing animals or non-hu",10691.937,9157.473,82210000,3,1.67131674289703,6717.5419921875,1.900221e+12,7
"DEU",2000,"Germany","950291","Parts and accessories :-- Garments",350.339,414.843,82210000,3,1.67131674289703,6717.5419921875,1.900221e+12,7
"DEU",2000,"Germany","950349","Toys representing animals or non-hu",1866.592,2328.681,82210000,3,1.67131674289703,6717.5419921875,1.900221e+12,7
"DEU",2001,"Germany","950349","Toys representing animals or non-hu",1588.313,5138.332,82210000,3,1.75094342231750,6717.5419921875,1.900221e+12,7
"DEU",2001,"Germany","950291","Parts and accessories :-- Garments",299.935,635.676,82210000,3,1.75094342231750,6717.5419921875,1.900221e+12,7
"DEU",2001,"Germany","950299","Parts and accessories :-- Other",381.41,873.628,82210000,3,1.75094342231750,6717.5419921875,1.900221e+12,7
"DEU",2001,"Germany","950341","Toys representing animals or non-hu",7213.664,5954.817,82210000,3,1.75094342231750,6717.5419921875,1.900221e+12,7
"DEU",2001,"Germany","950320","Reduced-size (""scale"") model assemb",3205.277,4700.436,82210000,3,1.75094342231750,6717.5419921875,1.900221e+12,7
"DEU",2001,"Germany","950330","Other construction sets and constru",2173.858,1978.821,82210000,3,1.75094342231750,6717.5419921875,1.900221e+12,7
"DEU",2001,"Germany","950310","Electric trains, including tracks,",11094.019,8895.229,82210000,3,1.75094342231750,6717.5419921875,1.900221e+12,7
"DEU",2002,"Germany","950320","Reduced-size (""scale"") model assemb",3093.25,3285.814,82210000,3,1.83057022094727,6717.5419921875,1.900221e+12,7
"DEU",2002,"Germany","950299","Parts and accessories :-- Other",180.189,173.207,82210000,3,1.83057022094727,6717.5419921875,1.900221e+12,7
"DEU",2002,"Germany","950291","Parts and accessories :-- Garments",167.448,274.312,82210000,3,1.83057022094727,6717.5419921875,1.900221e+12,7
"DEU",2002,"Germany","950349","Toys representing animals or non-hu",3075.049,3959.226,82210000,3,1.83057022094727,6717.5419921875,1.900221e+12,7
"DEU",2002,"Germany","950310","Electric trains, including tracks,",11815.142,13805.192,82210000,3,1.83057022094727,6717.5419921875,1.900221e+12,7
"DEU",2002,"Germany","950330","Other construction sets and constru",4099.762,2640.644,82210000,3,1.83057022094727,6717.5419921875,1.900221e+12,7
"DEU",2002,"Germany","950341","Toys representing animals or non-hu",7425.075,7524.576,82210000,3,1.83057022094727,6717.5419921875,1.900221e+12,7
"DEU",2003,"Germany","950341","Toys representing animals or non-hu",6141,5544.789,82210000,3,2.02477192878723,6717.5419921875,1.900221e+12,7
"DEU",2003,"Germany","950320","Reduced-size (""scale"") model assemb",3029,2960.08,82210000,3,2.02477192878723,6717.5419921875,1.900221e+12,7
"DEU",2003,"Germany","950349","Toys representing animals or non-hu",3293,2435.322,82210000,3,2.02477192878723,6717.5419921875,1.900221e+12,7
"DEU",2003,"Germany","950299","Parts and accessories :-- Other",163,223.145,82210000,3,2.02477192878723,6717.5419921875,1.900221e+12,7
"DEU",2003,"Germany","950310","Electric trains, including tracks,",16362,15590.516,82210000,3,2.02477192878723,6717.5419921875,1.900221e+12,7
"DEU",2003,"Germany","950291","Parts and accessories :-- Garments",268,172.682,82210000,3,2.02477192878723,6717.5419921875,1.900221e+12,7
"DEU",2003,"Germany","950330","Other construction sets and constru",3129,2462.93,82210000,3,2.02477192878723,6717.5419921875,1.900221e+12,7
"DEU",2004,"Germany","950341","Toys representing animals or non-hu",6560,6212.44,82210000,3,1.91881370544434,6717.5419921875,1.900221e+12,7
"DEU",2004,"Germany","950310","Electric trains, including tracks,",14316,13690.587,82210000,3,1.91881370544434,6717.5419921875,1.900221e+12,7
"DEU",2004,"Germany","950291","Parts and accessories :-- Garments",365,417.021,82210000,3,1.91881370544434,6717.5419921875,1.900221e+12,7
"DEU",2004,"Germany","950349","Toys representing animals or non-hu",3315,2201.367,82210000,3,1.91881370544434,6717.5419921875,1.900221e+12,7
"DEU",2004,"Germany","950320","Reduced-size (""scale"") model assemb",3730,4537.792,82210000,3,1.91881370544434,6717.5419921875,1.900221e+12,7
"DEU",2004,"Germany","950299","Parts and accessories :-- Other",189,197.102,82210000,3,1.91881370544434,6717.5419921875,1.900221e+12,7
"DEU",2004,"Germany","950330","Other construction sets and constru",11058,2499.342,82210000,3,1.91881370544434,6717.5419921875,1.900221e+12,7
"DEU",2005,"Germany","950330","Other construction sets and constru",9942,2103.063,82210000,3,1.91972529888153,6717.5419921875,1.900221e+12,7
"DEU",2005,"Germany","950349","Toys representing animals or non-hu",1771,1542.38,82210000,3,1.91972529888153,6717.5419921875,1.900221e+12,7
"DEU",2005,"Germany","950341","Toys representing animals or non-hu",6263,5306.804,82210000,3,1.91972529888153,6717.5419921875,1.900221e+12,7
"DEU",2005,"Germany","950291","Parts and accessories :-- Garments",250,315.177,82210000,3,1.91972529888153,6717.5419921875,1.900221e+12,7
"DEU",2005,"Germany","950310","Electric trains, including tracks,",10554,10173.124,82210000,3,1.91972529888153,6717.5419921875,1.900221e+12,7
"DEU",2005,"Germany","950299","Parts and accessories :-- Other",183,209.293,82210000,3,1.91972529888153,6717.5419921875,1.900221e+12,7
"DEU",2005,"Germany","950320","Reduced-size (""scale"") model assemb",4019,2742.497,82210000,3,1.91972529888153,6717.5419921875,1.900221e+12,7
"DNK",1996,"Denmark","950320","Reduced-size (""scale"") model assemb",2021.536,1012.375,5340000,3,2.43952536582947,6519.39111328125,158225900000,0
"DNK",1996,"Denmark","950291","Parts and accessories :-- Garments",0,1.282,5340000,3,2.43952536582947,6519.39111328125,158225900000,0
"DNK",1996,"Denmark","950349","Toys representing animals or non-hu",5.86,2145.886,5340000,3,2.43952536582947,6519.39111328125,158225900000,0
"DNK",1996,"Denmark","950310","Electric trains, including tracks,",0,864.022,5340000,3,2.43952536582947,6519.39111328125,158225900000,0
"DNK",1996,"Denmark","950341","Toys representing animals or non-hu",1.744,6.498,5340000,3,2.43952536582947,6519.39111328125,158225900000,0
"DNK",1996,"Denmark","950299","Parts and accessories :-- Other",10.509,0,5340000,3,2.43952536582947,6519.39111328125,158225900000,0
"DNK",1996,"Denmark","950330","Other construction sets and constru",0,81941.792,5340000,3,2.43952536582947,6519.39111328125,158225900000,0
"DNK",1997,"Denmark","950341","Toys representing animals or non-hu",0,1.11,5340000,3,2.47236466407776,6519.39111328125,158225900000,0
"DNK",1997,"Denmark","950330","Other construction sets and constru",0,69795.568,5340000,3,2.47236466407776,6519.39111328125,158225900000,0
"DNK",1997,"Denmark","950349","Toys representing animals or non-hu",0,4269.229,5340000,3,2.47236466407776,6519.39111328125,158225900000,0
"DNK",1997,"Denmark","950320","Reduced-size (""scale"") model assemb",0,396.762,5340000,3,2.47236466407776,6519.39111328125,158225900000,0
"DNK",1997,"Denmark","950310","Electric trains, including tracks,",0,1454.888,5340000,3,2.47236466407776,6519.39111328125,158225900000,0
"DNK",1998,"Denmark","950320","Reduced-size (""scale"") model assemb",2175.029,456.218,5340000,3,2.50520396232605,6519.39111328125,158225900000,0
"DNK",1998,"Denmark","950330","Other construction sets and constru",0,90408.664,5340000,3,2.50520396232605,6519.39111328125,158225900000,0
"DNK",1998,"Denmark","950310","Electric trains, including tracks,",1.971,1699.257,5340000,3,2.50520396232605,6519.39111328125,158225900000,0
"DNK",1998,"Denmark","950349","Toys representing animals or non-hu",78.911,510.413,5340000,3,2.50520396232605,6519.39111328125,158225900000,0
"DNK",1999,"Denmark","950341","Toys representing animals or non-hu",3.26,0,5340000,3,2.40938711166382,6519.39111328125,158225900000,0
"DNK",1999,"Denmark","950330","Other construction sets and constru",0,136454.224,5340000,3,2.40938711166382,6519.39111328125,158225900000,0
"DNK",1999,"Denmark","950349","Toys representing animals or non-hu",366.412,1223.56,5340000,3,2.40938711166382,6519.39111328125,158225900000,0
"DNK",1999,"Denmark","950291","Parts and accessories :-- Garments",11.177,3.7,5340000,3,2.40938711166382,6519.39111328125,158225900000,0
"DNK",1999,"Denmark","950320","Reduced-size (""scale"") model assemb",1987.075,1538.7,5340000,3,2.40938711166382,6519.39111328125,158225900000,0
"DNK",1999,"Denmark","950310","Electric trains, including tracks,",0,1116.96,5340000,3,2.40938711166382,6519.39111328125,158225900000,0
"DNK",2000,"Denmark","950341","Toys representing animals or non-hu",12.72,4.993,5340000,3,2.31357049942017,6519.39111328125,158225900000,0
"DNK",2000,"Denmark","950330","Other construction sets and constru",0,70647.787,5340000,3,2.31357049942017,6519.39111328125,158225900000,0
"DNK",2000,"Denmark","950291","Parts and accessories :-- Garments",10.716,5.35,5340000,3,2.31357049942017,6519.39111328125,158225900000,0
"DNK",2000,"Denmark","950320","Reduced-size (""scale"") model assemb",1595.366,1246.719,5340000,3,2.31357049942017,6519.39111328125,158225900000,0
"DNK",2000,"Denmark","950310","Electric trains, including tracks,",1.237,190.587,5340000,3,2.31357049942017,6519.39111328125,158225900000,0
"DNK",2000,"Denmark","950349","Toys representing animals or non-hu",96.373,1085.837,5340000,3,2.31357049942017,6519.39111328125,158225900000,0
"DNK",2001,"Denmark","950349","Toys representing animals or non-hu",16.294,348.868,5340000,3,2.30297231674194,6519.39111328125,158225900000,0
"DNK",2001,"Denmark","950320","Reduced-size (""scale"") model assemb",1128.814,144.901,5340000,3,2.30297231674194,6519.39111328125,158225900000,0
"DNK",2001,"Denmark","950291","Parts and accessories :-- Garments",1.574,0,5340000,3,2.30297231674194,6519.39111328125,158225900000,0
"DNK",2001,"Denmark","950310","Electric trains, including tracks,",0,1332.927,5340000,3,2.30297231674194,6519.39111328125,158225900000,0
"DNK",2001,"Denmark","950341","Toys representing animals or non-hu",10.532,8.007,5340000,3,2.30297231674194,6519.39111328125,158225900000,0
"DNK",2001,"Denmark","950330","Other construction sets and constru",0,116702.872,5340000,3,2.30297231674194,6519.39111328125,158225900000,0
"DNK",2002,"Denmark","950349","Toys representing animals or non-hu",42.8,770.33,5340000,3,2.2923743724823,6519.39111328125,158225900000,0
"DNK",2002,"Denmark","950330","Other construction sets and constru",230.523,134640.48,5340000,3,2.2923743724823,6519.39111328125,158225900000,0
"DNK",2002,"Denmark","950310","Electric trains, including tracks,",4.01,1454.392,5340000,3,2.2923743724823,6519.39111328125,158225900000,0
"DNK",2002,"Denmark","950320","Reduced-size (""scale"") model assemb",1059.133,89.182,5340000,3,2.2923743724823,6519.39111328125,158225900000,0
"DNK",2002,"Denmark","950341","Toys representing animals or non-hu",18.483,11.9,5340000,3,2.2923743724823,6519.39111328125,158225900000,0
"DNK",2002,"Denmark","950291","Parts and accessories :-- Garments",17.789,0,5340000,3,2.2923743724823,6519.39111328125,158225900000,0
"DNK",2002,"Denmark","950299","Parts and accessories :-- Other",36.095,0,5340000,3,2.2923743724823,6519.39111328125,158225900000,0
"DNK",2003,"Denmark","950299","Parts and accessories :-- Other",0.624,4.574,5340000,3,2.33101820945740,6519.39111328125,158225900000,0
"DNK",2003,"Denmark","950320","Reduced-size (""scale"") model assemb",1034.185,106.518,5340000,3,2.33101820945740,6519.39111328125,158225900000,0
"DNK",2003,"Denmark","950341","Toys representing animals or non-hu",19.375,22.88,5340000,3,2.33101820945740,6519.39111328125,158225900000,0
"DNK",2003,"Denmark","950291","Parts and accessories :-- Garments",32.797,0,5340000,3,2.33101820945740,6519.39111328125,158225900000,0
"DNK",2003,"Denmark","950310","Electric trains, including tracks,",0.772,1164.003,5340000,3,2.33101820945740,6519.39111328125,158225900000,0
"DNK",2003,"Denmark","950349","Toys representing animals or non-hu",87.864,165.276,5340000,3,2.33101820945740,6519.39111328125,158225900000,0
"DNK",2003,"Denmark","950330","Other construction sets and constru",37.734,90430.248,5340000,3,2.33101820945740,6519.39111328125,158225900000,0
"DNK",2004,"Denmark","950310","Electric trains, including tracks,",0.727,1021.8,5340000,3,2.38141226768494,6519.39111328125,158225900000,0
"DNK",2004,"Denmark","950320","Reduced-size (""scale"") model assemb",914.777,85.13,5340000,3,2.38141226768494,6519.39111328125,158225900000,0
"DNK",2004,"Denmark","950341","Toys representing animals or non-hu",88.222,3.517,5340000,3,2.38141226768494,6519.39111328125,158225900000,0
"DNK",2004,"Denmark","950349","Toys representing animals or non-hu",86.973,445.424,5340000,3,2.38141226768494,6519.39111328125,158225900000,0
"DNK",2004,"Denmark","950330","Other construction sets and constru",103.115,99052.197,5340000,3,2.38141226768494,6519.39111328125,158225900000,0
"DNK",2004,"Denmark","950291","Parts and accessories :-- Garments",3.182,0,5340000,3,2.38141226768494,6519.39111328125,158225900000,0
"DNK",2005,"Denmark","950310","Electric trains, including tracks,",7.395,1366.613,5340000,3,2.23264169692993,6519.39111328125,158225900000,0
"DNK",2005,"Denmark","950341","Toys representing animals or non-hu",76.998,7.247,5340000,3,2.23264169692993,6519.39111328125,158225900000,0
"DNK",2005,"Denmark","950349","Toys representing animals or non-hu",115.873,471.695,5340000,3,2.23264169692993,6519.39111328125,158225900000,0
"DNK",2005,"Denmark","950291","Parts and accessories :-- Garments",10.096,12.445,5340000,3,2.23264169692993,6519.39111328125,158225900000,0
"DNK",2005,"Denmark","950330","Other construction sets and constru",89.634,116461.146,5340000,3,2.23264169692993,6519.39111328125,158225900000,0
"DNK",2005,"Denmark","950299","Parts and accessories :-- Other",0.1,0,5340000,3,2.23264169692993,6519.39111328125,158225900000,0
"DNK",2005,"Denmark","950320","Reduced-size (""scale"") model assemb",1191.721,183.01,5340000,3,2.23264169692993,6519.39111328125,158225900000,0
"DOM",1996,"Dominican Republic","950349","Toys representing animals or non-hu",0,2.18,8264912,1,-0.338542014360428,2371.68798828125,19772240000,1
"DOM",1996,"Dominican Republic","950320","Reduced-size (""scale"") model assemb",0,17.557,8264912,1,-0.338542014360428,2371.68798828125,19772240000,1
"DOM",1996,"Dominican Republic","950341","Toys representing animals or non-hu",0,52.996,8264912,1,-0.338542014360428,2371.68798828125,19772240000,1
"DOM",1997,"Dominican Republic","950310","Electric trains, including tracks,",0,1.025,8264912,1,-0.465472042560577,2371.68798828125,19772240000,1
"DOM",1997,"Dominican Republic","950341","Toys representing animals or non-hu",0,12.794,8264912,1,-0.465472042560577,2371.68798828125,19772240000,1
"DOM",1997,"Dominican Republic","950291","Parts and accessories :-- Garments",0,33.96,8264912,1,-0.465472042560577,2371.68798828125,19772240000,1
"DOM",1997,"Dominican Republic","950320","Reduced-size (""scale"") model assemb",0,2.87,8264912,1,-0.465472042560577,2371.68798828125,19772240000,1
"DOM",1998,"Dominican Republic","950291","Parts and accessories :-- Garments",0,169.36,8264912,1,-0.592402100563049,2371.68798828125,19772240000,1
"DOM",1998,"Dominican Republic","950310","Electric trains, including tracks,",0,4.75,8264912,1,-0.592402100563049,2371.68798828125,19772240000,1
"DOM",1998,"Dominican Republic","950320","Reduced-size (""scale"") model assemb",0,17.705,8264912,1,-0.592402100563049,2371.68798828125,19772240000,1
"DOM",1999,"Dominican Republic","950330","Other construction sets and constru",0,30.539,8264912,1,-0.483180940151215,2371.68798828125,19772240000,1
"DOM",1999,"Dominican Republic","950310","Electric trains, including tracks,",0,316.892,8264912,1,-0.483180940151215,2371.68798828125,19772240000,1
"DOM",1999,"Dominican Republic","950349","Toys representing animals or non-hu",0,4.594,8264912,1,-0.483180940151215,2371.68798828125,19772240000,1
"DOM",1999,"Dominican Republic","950291","Parts and accessories :-- Garments",0,2.981,8264912,1,-0.483180940151215,2371.68798828125,19772240000,1
"DOM",1999,"Dominican Republic","950320","Reduced-size (""scale"") model assemb",0,7.014,8264912,1,-0.483180940151215,2371.68798828125,19772240000,1
"DOM",2000,"Dominican Republic","950349","Toys representing animals or non-hu",0,2.602,8264912,1,-0.373959809541702,2371.68798828125,19772240000,1
"DOM",2000,"Dominican Republic","950320","Reduced-size (""scale"") model assemb",0,9.899,8264912,1,-0.373959809541702,2371.68798828125,19772240000,1
"DOM",2000,"Dominican Republic","950330","Other construction sets and constru",0,8.696,8264912,1,-0.373959809541702,2371.68798828125,19772240000,1
"DOM",2000,"Dominican Republic","950291","Parts and accessories :-- Garments",0,6.761,8264912,1,-0.373959809541702,2371.68798828125,19772240000,1
"DOM",2001,"Dominican Republic","950330","Other construction sets and constru",0,8.7,8264912,1,-0.404347956180573,2371.68798828125,19772240000,1
"DOM",2001,"Dominican Republic","950349","Toys representing animals or non-hu",0,3.945,8264912,1,-0.404347956180573,2371.68798828125,19772240000,1
"DOM",2001,"Dominican Republic","950320","Reduced-size (""scale"") model assemb",0,33.475,8264912,1,-0.404347956180573,2371.68798828125,19772240000,1
"DOM",2002,"Dominican Republic","950320","Reduced-size (""scale"") model assemb",0,31.024,8264912,1,-0.43473607301712,2371.68798828125,19772240000,1
"DOM",2002,"Dominican Republic","950349","Toys representing animals or non-hu",0,13.095,8264912,1,-0.43473607301712,2371.68798828125,19772240000,1
"DOM",2003,"Dominican Republic","950320","Reduced-size (""scale"") model assemb",0,117.033,8264912,1,-0.395504891872406,2371.68798828125,19772240000,1
"DOM",2003,"Dominican Republic","950341","Toys representing animals or non-hu",0,0.616,8264912,1,-0.395504891872406,2371.68798828125,19772240000,1
"DOM",2003,"Dominican Republic","950349","Toys representing animals or non-hu",0,5.579,8264912,1,-0.395504891872406,2371.68798828125,19772240000,1
"DOM",2004,"Dominican Republic","950320","Reduced-size (""scale"") model assemb",0,153.057,8264912,1,-0.531589984893799,2371.68798828125,19772240000,1
"DOM",2004,"Dominican Republic","950341","Toys representing animals or non-hu",0,0.762,8264912,1,-0.531589984893799,2371.68798828125,19772240000,1
"DOM",2005,"Dominican Republic","950330","Other construction sets and constru",0,7.475,8264912,1,-0.659121811389923,2371.68798828125,19772240000,1
"DOM",2005,"Dominican Republic","950349","Toys representing animals or non-hu",0,71.039,8264912,1,-0.659121811389923,2371.68798828125,19772240000,1
"DOM",2005,"Dominican Republic","950320","Reduced-size (""scale"") model assemb",0,117.508,8264912,1,-0.659121811389923,2371.68798828125,19772240000,1
