"id","name","sex","age","height","weight","team","noc","games","year","season","city","sport","event","medal"
14615,"Daniel Oliver ""Dan"" Brand","M",29,195,93,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Wrestling","Wrestling Men's Middleweight, Freestyle","Bronze"
14629,"Nicole Brandebusemeyer","F",25,174,60,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Football","Football Women's Football","Bronze"
14653,"Terry Michael Brands","M",32,162,58,"United States","USA","2000 Summer",2000,"Summer","Sydney","Wrestling","Wrestling Men's Featherweight, Freestyle","Bronze"
14654,"Thomas Nelson ""Tom"" Brands, II","M",28,165,62,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Wrestling","Wrestling Men's Featherweight, Freestyle","Gold"
14670,"Julian Brandt","M",20,183,83,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Football","Football Men's Football","Silver"
14682,"Lszl Branikovits","M",22,175,74,"Hungary","HUN","1972 Summer",1972,"Summer","Munich","Football","Football Men's Football","Silver"
14693,"Bernd Bransch","M",27,180,76,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Football","Football Men's Football","Bronze"
14693,"Bernd Bransch","M",31,180,76,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Football","Football Men's Football","Gold"
14698,"Ana Maria Florentina Brnz-Popescu","F",23,175,64,"Romania","ROU","2008 Summer",2008,"Summer","Beijing","Fencing","Fencing Women's epee, Individual","Silver"
14698,"Ana Maria Florentina Brnz-Popescu","F",31,175,64,"Romania","ROU","2016 Summer",2016,"Summer","Rio de Janeiro","Fencing","Fencing Women's epee, Team","Gold"
14706,"Scott Brash","M",26,171,64,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism Mixed Jumping, Team","Gold"
14710,"Yevhen Anatoliyovych Braslavets","M",23,184,65,"Ukraine","UKR","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing Men's Two Person Dinghy","Gold"
14754,"Ellen Braumller (-Hassauer)","F",21,170,68,"Germany","GER","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Women's Javelin Throw","Silver"
14759,"Gregor Braun","M",20,186,81,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Cycling","Cycling Men's Individual Pursuit, 4,000 metres","Gold"
14759,"Gregor Braun","M",20,186,81,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Cycling","Cycling Men's Team Pursuit, 4,000 metres","Gold"
14760,"Johannes ""Hanns"" Braun","M",21,180,68,"Germany","GER","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's 800 metres","Bronze"
14760,"Johannes ""Hanns"" Braun","M",21,180,68,"Germany","GER","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's 1,600 metres Medley Relay","Silver"
14760,"Johannes ""Hanns"" Braun","M",25,180,68,"Germany","GER","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's 400 metres","Silver"
14763,"Jerzy Walerian Braun","M",21,187,90,"Poland","POL","1932 Summer",1932,"Summer","Los Angeles","Rowing","Rowing Men's Coxed Pairs","Silver"
14763,"Jerzy Walerian Braun","M",21,187,90,"Poland","POL","1932 Summer",1932,"Summer","Los Angeles","Rowing","Rowing Men's Coxed Fours","Bronze"
14771,"Sabine Braun","F",27,174,65,"Germany","GER","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's Heptathlon","Bronze"
14804,"Sophie Charlotte Bray","F",26,164,58,"Great Britain","GBR","2016 Summer",2016,"Summer","Rio de Janeiro","Hockey","Hockey Women's Hockey","Gold"
14810,"Thiago Braz da Silva","M",22,183,75,"Brazil","BRA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's Pole Vault","Gold"
14812,"Romanas Brazdauskis","M",28,204,108,"Lithuania","LTU","1992 Summer",1992,"Summer","Barcelona","Basketball","Basketball Men's Basketball","Bronze"
14835,"Julius Emil Jrgen Brecht","M",20,175,70,"Germany","GER","1960 Summer",1960,"Summer","Roma","Fencing","Fencing Men's Foil, Team","Bronze"
14845,"Giovanni Battista Breda","M",33,177,72,"Italy","ITA","1964 Summer",1964,"Summer","Tokyo","Fencing","Fencing Men's epee, Team","Silver"
14846,"Annelies Bredael","F",27,175,68,"Belgium","BEL","1992 Summer",1992,"Summer","Barcelona","Rowing","Rowing Women's Single Sculls","Silver"
14847,"Charlotte Bredahl (-Baker)","F",35,175,61,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Equestrianism","Equestrianism Mixed Dressage, Team","Bronze"
14862,"Elaine Breeden (-Penrose)","F",19,180,73,"United States","USA","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Silver"
14863,"George Thomas Breen","M",21,183,83,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Men's 400 metres Freestyle","Bronze"
14863,"George Thomas Breen","M",21,183,83,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Men's 1,500 metres Freestyle","Bronze"
14863,"George Thomas Breen","M",21,183,83,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Silver"
14863,"George Thomas Breen","M",25,183,83,"United States","USA","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 1,500 metres Freestyle","Bronze"
14874,"Bernard Brgeon","M",22,167,68,"France","FRA","1984 Summer",1984,"Summer","Los Angeles","Canoeing","Canoeing Men's Kayak Singles, 500 metres","Bronze"
14874,"Bernard Brgeon","M",22,167,68,"France","FRA","1984 Summer",1984,"Summer","Los Angeles","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres","Silver"
14886,"Matthias Brehme","M",25,169,63,"East Germany","GDR","1968 Summer",1968,"Summer","Mexico City","Gymnastics","Gymnastics Men's Team All-Around","Bronze"
14886,"Matthias Brehme","M",29,169,63,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Gymnastics","Gymnastics Men's Team All-Around","Bronze"
14889,"Christina Brehmer-Lathan","F",18,169,57,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's 400 metres","Silver"
14889,"Christina Brehmer-Lathan","F",18,169,57,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
14889,"Christina Brehmer-Lathan","F",22,169,57,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Women's 400 metres","Bronze"
14889,"Christina Brehmer-Lathan","F",22,169,57,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
14892,"Dagmar Breiken-Bremer","F",20,170,62,"West Germany","FRG","1984 Summer",1984,"Summer","Los Angeles","Hockey","Hockey Women's Hockey","Silver"
14905,"Mark Anthony Breland","M",21,190,67,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Boxing","Boxing Men's Welterweight","Gold"
14909,"Emiliano Brembilla","M",25,185,78,"Italy","ITA","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze"
14926,"Edgar Brenchley","M",23,176,67,"Great Britain","GBR","1936 Winter",1936,"Winter","Garmisch-Partenkirchen","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
14928,"Daniela Brendel","F",18,185,69,"Germany","GER","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Silver"
14930,"Sebastian Brendel","M",24,192,92,"Germany","GER","2012 Summer",2012,"Summer","London","Canoeing","Canoeing Men's Canadian Singles, 1,000 metres","Gold"
14930,"Sebastian Brendel","M",28,192,92,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Canoeing","Canoeing Men's Canadian Singles, 1,000 metres","Gold"
14930,"Sebastian Brendel","M",28,192,92,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres","Gold"
14946,"Michael Gene Brennan","M",24,182,79,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Hockey","Hockey Men's Hockey","Bronze"
14946,"Michael Gene Brennan","M",28,182,79,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Hockey","Hockey Men's Hockey","Gold"
14949,"Scott Michael Brennan","M",25,193,89,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Rowing","Rowing Men's Double Sculls","Gold"
14958,"Breno Vinicius Rodrigues Borges","M",18,187,88,"Brazil","BRA","2008 Summer",2008,"Summer","Beijing","Football","Football Men's Football","Bronze"
14959,"Bart Jan-Baptist Marie Brentjens","M",27,188,79,"Netherlands","NED","1996 Summer",1996,"Summer","Atlanta","Cycling","Cycling Men's Mountainbike, Cross-Country","Gold"
14959,"Bart Jan-Baptist Marie Brentjens","M",35,188,79,"Netherlands","NED","2004 Summer",2004,"Summer","Athina","Cycling","Cycling Men's Mountainbike, Cross-Country","Bronze"
14969,"Linda Bresonik","F",24,175,60,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Football","Football Women's Football","Bronze"
14972,"Julie Bresset","F",23,167,53,"France","FRA","2012 Summer",2012,"Summer","London","Cycling","Cycling Women's Mountainbike, Cross-Country","Gold"
14990,"Grit Breuer (-Springstein)","F",16,168,63,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 4 x 400 metres Relay","Bronze"
14990,"Grit Breuer (-Springstein)","F",24,168,63,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 4 x 400 metres Relay","Bronze"
14991,"Renate Breuer","F",28,165,68,"West Germany","FRG","1968 Summer",1968,"Summer","Mexico City","Canoeing","Canoeing Women's Kayak Singles, 500 metres","Silver"
15001,"Derrick Keith Brew","M",26,185,81,"United States","USA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 400 metres","Bronze"
15001,"Derrick Keith Brew","M",26,185,81,"United States","USA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
15005,"Eric Charles Brewer","M",22,191,100,"Canada","CAN","2002 Winter",2002,"Winter","Salt Lake City","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
15006,"Graeme Thomas Brewer","M",21,192,96,"Australia","AUS","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 200 metres Freestyle","Bronze"
15009,"James Turner ""Jim"" Brewer","M",20,206,100,"United States","USA","1972 Summer",1972,"Summer","Munich","Basketball","Basketball Men's Basketball","Silver"
15015,"Elizabeth Evadna ""Betty"" Brey (Mullen-)","F",24,165,59,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Silver"
15042,"Carlos Martin Briceno","M",24,193,89,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Volleyball","Volleyball Men's Volleyball","Bronze"
15051,"Erika Eloise Bricker (-Holderith)","F",15,175,64,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
15064,"Bradley Michael ""Brad"" Bridgewater","M",23,190,84,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 200 metres Backstroke","Gold"
15065,"George Spencer Bridgewater","M",25,200,97,"New Zealand","NZL","2008 Summer",2008,"Summer","Beijing","Rowing","Rowing Men's Coxless Pairs","Bronze"
15068,"Julius Vytautas Briedis","M",28,189,88,"Soviet Union","URS","1968 Summer",1968,"Summer","Mexico City","Rowing","Rowing Men's Coxed Eights","Bronze"
15071,"Thomas Briels","M",28,172,71,"Belgium","BEL","2016 Summer",2016,"Summer","Rio de Janeiro","Hockey","Hockey Men's Hockey","Silver"
15073,"Karin Brienesse","F",19,181,73,"Netherlands","NED","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Silver"
15075,"Hartmut Briesenick","M",23,191,116,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's Shot Put","Bronze"
15077,"Siegfried Brietzke","M",20,192,90,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Rowing","Rowing Men's Coxless Pairs","Gold"
15077,"Siegfried Brietzke","M",24,192,90,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Rowing","Rowing Men's Coxless Fours","Gold"
15077,"Siegfried Brietzke","M",28,192,90,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Rowing","Rowing Men's Coxless Fours","Gold"
15097,"Robbie Ian Brightwell","M",24,188,81,"Great Britain","GBR","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
15100,"Enith Sijtje Maria Brigitha (-Salle)","F",21,174,67,"Netherlands","NED","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 100 metres Freestyle","Bronze"
15100,"Enith Sijtje Maria Brigitha (-Salle)","F",21,174,67,"Netherlands","NED","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 200 metres Freestyle","Bronze"
15118,"John Manning ""Jack"" Brinck","M",19,189,83,"United States","USA","1928 Summer",1928,"Summer","Amsterdam","Rowing","Rowing Men's Coxed Eights","Gold"
15130,"Christine Brinker-Wenzel","F",27,171,63,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Shooting","Shooting Women's Skeet","Bronze"
15131,"Brian Brinkley","M",22,190,79,"Great Britain","GBR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze"
15134,"Jacques Brinkman","M",22,182,75,"Netherlands","NED","1988 Summer",1988,"Summer","Seoul","Hockey","Hockey Men's Hockey","Bronze"
15134,"Jacques Brinkman","M",29,182,75,"Netherlands","NED","1996 Summer",1996,"Summer","Atlanta","Hockey","Hockey Men's Hockey","Gold"
15134,"Jacques Brinkman","M",34,182,75,"Netherlands","NED","2000 Summer",2000,"Summer","Sydney","Hockey","Hockey Men's Hockey","Gold"
15135,"Dirk Brinkmann","M",19,184,79,"West Germany","FRG","1984 Summer",1984,"Summer","Los Angeles","Hockey","Hockey Men's Hockey","Silver"
15135,"Dirk Brinkmann","M",23,184,79,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Hockey","Hockey Men's Hockey","Silver"
15136,"Thomas Brinkmann","M",20,181,76,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Hockey","Hockey Men's Hockey","Silver"
15138,"Wolfgang Brinkmann","M",38,178,79,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Equestrianism","Equestrianism Mixed Jumping, Team","Gold"
15151,"Valerie Ann Brisco-Hooks","F",24,170,62,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 200 metres","Gold"
15151,"Valerie Ann Brisco-Hooks","F",24,170,62,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 400 metres","Gold"
15151,"Valerie Ann Brisco-Hooks","F",24,170,62,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
15151,"Valerie Ann Brisco-Hooks","F",28,170,62,"United States","USA","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
15162,"Franois Brisson","M",26,174,70,"France","FRA","1984 Summer",1984,"Summer","Los Angeles","Football","Football Men's Football","Gold"
15163,"Thrse Anne Brisson","F",31,170,68,"Canada","CAN","1998 Winter",1998,"Winter","Nagano","Ice Hockey","Ice Hockey Women's Ice Hockey","Silver"
15163,"Thrse Anne Brisson","F",35,170,68,"Canada","CAN","2002 Winter",2002,"Winter","Salt Lake City","Ice Hockey","Ice Hockey Women's Ice Hockey","Gold"
15177,"Grant Tyson Brits","M",20,188,80,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze"
15181,"Lawrence Brittain","M",25,187,94,"South Africa","RSA","2016 Summer",2016,"Summer","Rio de Janeiro","Rowing","Rowing Men's Coxless Pairs","Silver"
15182,"Matthew Brittain","M",25,186,70,"South Africa","RSA","2012 Summer",2012,"Summer","London","Rowing","Rowing Men's Lightweight Coxless Fours","Gold"
15187,"Bernhard Britting","M",23,189,88,"Germany","GER","1964 Summer",1964,"Summer","Tokyo","Rowing","Rowing Men's Coxed Fours","Gold"
15197,"Herman Harold Brix","M",21,190,100,"United States","USA","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's Shot Put","Silver"
15198,"Petr Bza","M",27,184,80,"Czechoslovakia","TCH","1992 Winter",1992,"Winter","Albertville","Ice Hockey","Ice Hockey Men's Ice Hockey","Bronze"
15227,"Allison M. Brock","F",36,168,59,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism Mixed Dressage, Team","Bronze"
15240,"Norman Brckl","M",21,183,90,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Canoeing","Canoeing Men's Kayak Fours, 1,000 metres","Bronze"
15262,"Kenneth Lorne ""Ken"" Broderick","M",25,180,79,"Canada","CAN","1968 Winter",1968,"Winter","Grenoble","Ice Hockey","Ice Hockey Men's Ice Hockey","Bronze"
15263,"Joseph Germain Stanislaus Denis Brodeur","M",25,165,70,"Canada","CAN","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Ice Hockey","Ice Hockey Men's Ice Hockey","Bronze"
15264,"Martin Pierre Brodeur","M",29,188,95,"Canada","CAN","2002 Winter",2002,"Winter","Salt Lake City","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
15264,"Martin Pierre Brodeur","M",37,188,95,"Canada","CAN","2010 Winter",2010,"Winter","Vancouver","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
15266,"Leith Brodie","M",22,187,84,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Bronze"
15266,"Leith Brodie","M",22,187,84,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze"
15271,"Claude Brodin","M",30,169,62,"France","FRA","1964 Summer",1964,"Summer","Tokyo","Fencing","Fencing Men's epee, Team","Bronze"
15274,"Jacques Brodin","M",17,180,77,"France","FRA","1964 Summer",1964,"Summer","Tokyo","Fencing","Fencing Men's epee, Team","Bronze"
15301,"Michelle Kathleen Brogan-Griffiths","F",23,186,80,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Basketball","Basketball Women's Basketball","Bronze"
15301,"Michelle Kathleen Brogan-Griffiths","F",27,186,80,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Basketball","Basketball Women's Basketball","Silver"
15303,"Cynthia Jane ""Cindy"" Brogdon","F",19,177,70,"United States","USA","1976 Summer",1976,"Summer","Montreal","Basketball","Basketball Women's Basketball","Silver"
15309,"Kenneth L. ""Kenny"" Brokenburr","M",31,179,77,"United States","USA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
15340,"Sandra Anne ""Sandy"" Brondello","F",27,170,62,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Basketball","Basketball Women's Basketball","Bronze"
15340,"Sandra Anne ""Sandy"" Brondello","F",32,170,62,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Basketball","Basketball Women's Basketball","Silver"
15340,"Sandra Anne ""Sandy"" Brondello","F",35,170,62,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Basketball","Basketball Women's Basketball","Silver"
15344,"Kajetan Tomasz Broniewski","M",29,187,92,"Poland","POL","1992 Summer",1992,"Summer","Barcelona","Rowing","Rowing Men's Single Sculls","Bronze"
15350,"Andreas Bronst","M",22,171,65,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Gymnastics","Gymnastics Men's Team All-Around","Silver"
15361,"Julian Brooke-Houghton","M",29,190,83,"Great Britain","GBR","1976 Summer",1976,"Summer","Montreal","Sailing","Sailing Mixed Two Person Heavyweight Dinghy","Silver"
15363,"Charles ""Charlie"" Brooker","M",23,185,83,"Canada","CAN","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Ice Hockey","Ice Hockey Men's Ice Hockey","Bronze"
15372,"Brandon Brooks","M",27,198,111,"United States","USA","2008 Summer",2008,"Summer","Beijing","Water Polo","Water Polo Men's Water Polo","Silver"
15387,"Neil Brooks","M",17,198,96,"Australia","AUS","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
15387,"Neil Brooks","M",22,198,96,"Australia","AUS","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Silver"
15387,"Neil Brooks","M",22,198,96,"Australia","AUS","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Bronze"
15394,"Travis Neil Brooks","M",24,186,79,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Hockey","Hockey Men's Hockey","Gold"
15394,"Travis Neil Brooks","M",28,186,79,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Hockey","Hockey Men's Hockey","Bronze"
15399,"David McPherson Broome","M",20,175,64,"Great Britain","GBR","1960 Summer",1960,"Summer","Roma","Equestrianism","Equestrianism Mixed Jumping, Individual","Bronze"
15399,"David McPherson Broome","M",28,175,64,"Great Britain","GBR","1968 Summer",1968,"Summer","Mexico City","Equestrianism","Equestrianism Mixed Jumping, Individual","Bronze"
15406,"Kristina Brring-Sprehe","F",25,168,54,"Germany","GER","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism Mixed Dressage, Team","Silver"
15406,"Kristina Brring-Sprehe","F",29,168,54,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism Mixed Dressage, Individual","Bronze"
15406,"Kristina Brring-Sprehe","F",29,168,54,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism Mixed Dressage, Team","Gold"
15422,"Todd Anthony Brost","M",24,172,79,"Canada","CAN","1992 Winter",1992,"Winter","Albertville","Ice Hockey","Ice Hockey Men's Ice Hockey","Silver"
15423,"Neal LaMoy Broten","M",20,175,70,"United States","USA","1980 Winter",1980,"Winter","Lake Placid","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
15433,"Gregory John ""Greg"" Brough","M",17,187,79,"Australia","AUS","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 1,500 metres Freestyle","Bronze"
15441,"Vronique Brouquier","F",23,170,58,"France","FRA","1980 Summer",1980,"Summer","Moskva","Fencing","Fencing Women's Foil, Team","Gold"
15441,"Vronique Brouquier","F",27,170,58,"France","FRA","1984 Summer",1984,"Summer","Los Angeles","Fencing","Fencing Women's Foil, Team","Bronze"
15451,"Matthijs Christian Brouwer","M",24,185,81,"Netherlands","NED","2004 Summer",2004,"Summer","Athina","Hockey","Hockey Men's Hockey","Silver"
15452,"Bertha ""Puck"" Brouwer (-van Duyne)","F",21,174,73,"Netherlands","NED","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Women's 200 metres","Silver"
15453,"Ronald Leendert Brouwer","M",25,177,75,"Netherlands","NED","2004 Summer",2004,"Summer","Athina","Hockey","Hockey Men's Hockey","Silver"
15460,"Aaron Brown","M",24,198,79,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
15463,"Alice Regina Brown (-Harris)","F",23,159,59,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 100 metres","Silver"
15463,"Alice Regina Brown (-Harris)","F",23,159,59,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
15463,"Alice Regina Brown (-Harris)","F",27,159,59,"United States","USA","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
15473,"Benjamin Gene ""Benny"" Brown","M",22,180,74,"United States","USA","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
15480,"Carol Page Brown","F",23,172,67,"United States","USA","1976 Summer",1976,"Summer","Montreal","Rowing","Rowing Women's Coxed Eights","Bronze"
15482,"Charles Erwin Brown","M",24,186,89,"United States","USA","1972 Winter",1972,"Winter","Sapporo","Ice Hockey","Ice Hockey Men's Ice Hockey","Silver"
15486,"Charles ""Charlie"" Brown","M",25,168,57,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Boxing","Boxing Men's Featherweight","Bronze"
15488,"Christopher Deon ""Chris"" Brown","M",21,178,75,"Bahamas","BAH","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
15488,"Christopher Deon ""Chris"" Brown","M",29,178,75,"Bahamas","BAH","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
15488,"Christopher Deon ""Chris"" Brown","M",33,178,75,"Bahamas","BAH","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
15488,"Christopher Deon ""Chris"" Brown","M",37,178,75,"Bahamas","BAH","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
15491,"Cynthia Louise ""Cindy"" Brown","F",23,188,75,"United States","USA","1988 Summer",1988,"Summer","Seoul","Basketball","Basketball Women's Basketball","Gold"
15511,"Dustin James Brown","M",25,183,94,"United States","USA","2010 Winter",2010,"Winter","Vancouver","Ice Hockey","Ice Hockey Men's Ice Hockey","Silver"
15513,"Earlene Brown (Dennis-)","F",25,175,114,"United States","USA","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Women's Shot Put","Bronze"
15526,"Arthur Godfrey Kilner Brown","M",21,183,70,"Great Britain","GBR","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's 400 metres","Silver"
15526,"Arthur Godfrey Kilner Brown","M",21,183,70,"Great Britain","GBR","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
15527,"Graeme Allen Brown","M",25,177,75,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Cycling","Cycling Men's Team Pursuit, 4,000 metres","Gold"
15527,"Graeme Allen Brown","M",25,177,75,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Cycling","Cycling Men's Madison","Gold"
15529,"Horace Hallock ""Hal"" Brown","M",22,172,66,"United States","USA","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's 3,000 metres, Team","Gold"
15533,"Ian Warwick Brown","M",22,184,70,"Australia","AUS","1976 Summer",1976,"Summer","Montreal","Sailing","Sailing Mixed Two Person Dinghy","Bronze"
15538,"Jeremiah Brown","M",26,198,106,"Canada","CAN","2012 Summer",2012,"Summer","London","Rowing","Rowing Men's Coxed Eights","Silver"
15546,"Judith Lynne ""Judi"" Brown (-King, -Clarke)","F",23,180,67,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 400 metres Hurdles","Silver"
15548,"Karen Brown","F",29,170,56,"Great Britain","GBR","1992 Summer",1992,"Summer","Barcelona","Hockey","Hockey Women's Hockey","Bronze"
15553,"Kiel Brown","M",24,172,72,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Hockey","Hockey Men's Hockey","Bronze"
15555,"Lawrence Harvey ""Larry"" Brown","M",24,178,73,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Basketball","Basketball Men's Basketball","Gold"
