"","homegoal","season","team.away","team.home","period","differential","playoffs"
"18915",1,"20062007","LAK","PHX",2,1,0
"18916",1,"20062007","LAK","PHX",2,2,0
"18917",0,"20062007","LAK","PHX",2,3,0
"18918",0,"20062007","BUF","NYR",1,0,0
"18919",1,"20062007","BUF","NYR",2,-1,0
"18920",1,"20062007","BUF","NYR",2,0,0
"18921",1,"20062007","BUF","NYR",2,1,0
"18922",0,"20062007","BUF","NYR",2,2,0
"18923",0,"20062007","BUF","NYR",3,1,0
"18924",0,"20062007","BUF","NYR",4,0,0
"18925",0,"20062007","OTT","WSH",1,0,0
"18926",0,"20062007","OTT","WSH",1,-1,0
"18927",0,"20062007","OTT","WSH",1,-2,0
"18928",1,"20062007","OTT","WSH",1,-3,0
"18929",1,"20062007","OTT","WSH",2,-2,0
"18930",1,"20062007","OTT","WSH",3,-1,0
"18931",1,"20062007","OTT","WSH",4,0,0
"18932",1,"20062007","BOS","ATL",1,0,0
"18933",1,"20062007","BOS","ATL",1,1,0
"18934",0,"20062007","BOS","ATL",2,2,0
"18935",1,"20062007","BOS","ATL",3,1,0
"18936",1,"20062007","BOS","ATL",3,2,0
"18937",1,"20062007","BOS","ATL",3,3,0
"18938",0,"20062007","BOS","ATL",3,4,0
"18939",0,"20062007","BOS","ATL",3,3,0
"18940",1,"20062007","PHI","TOR",1,0,0
"18941",0,"20062007","PHI","TOR",2,1,0
"18942",1,"20062007","PHI","TOR",3,0,0
"18943",1,"20062007","PHI","TOR",3,1,0
"18944",1,"20062007","PHI","TOR",3,2,0
"18945",0,"20062007","TBL","NYI",1,0,0
"18946",1,"20062007","TBL","NYI",1,-1,0
"18947",0,"20062007","TBL","NYI",2,0,0
"18948",0,"20062007","TBL","NYI",2,-1,0
"18949",0,"20062007","TBL","NYI",3,-2,0
"18950",0,"20062007","TBL","NYI",3,-3,0
"18951",1,"20062007","DAL","VAN",1,0,0
"18952",0,"20062007","DAL","VAN",2,1,0
"18953",1,"20062007","DAL","VAN",3,0,0
"18954",1,"20062007","PIT","ANA",1,0,0
"18955",0,"20062007","PIT","ANA",1,1,0
"18956",0,"20062007","PIT","ANA",1,0,0
"18957",1,"20062007","PIT","ANA",2,-1,0
"18958",1,"20062007","PIT","ANA",4,0,0
"18959",0,"20062007","EDM","MTL",1,0,0
"18960",1,"20062007","EDM","MTL",2,-1,0
"18961",1,"20062007","EDM","MTL",3,0,0
"18962",0,"20062007","EDM","MTL",3,1,0
"18963",0,"20062007","LAK","COL",1,0,0
"18964",1,"20062007","LAK","COL",1,-1,0
"18965",1,"20062007","LAK","COL",1,0,0
"18966",0,"20062007","LAK","COL",2,1,0
"18967",0,"20062007","LAK","COL",2,0,0
"18968",0,"20062007","LAK","COL",2,-1,0
"18969",0,"20062007","LAK","COL",2,-2,0
"18970",1,"20062007","LAK","COL",3,-3,0
"18971",1,"20062007","LAK","COL",3,-2,0
"18972",0,"20062007","LAK","COL",3,-1,0
"18973",1,"20062007","LAK","COL",3,-2,0
"18974",1,"20062007","DAL","CGY",1,0,0
"18975",0,"20062007","DAL","CGY",2,1,0
"18976",1,"20062007","DAL","CGY",2,0,0
"18977",1,"20062007","DAL","CGY",3,1,0
"18978",0,"20062007","OTT","ATL",1,0,0
"18979",1,"20062007","OTT","ATL",1,-1,0
"18980",0,"20062007","OTT","ATL",1,0,0
"18981",0,"20062007","OTT","ATL",2,-1,0
"18982",1,"20062007","OTT","ATL",2,-2,0
"18983",0,"20062007","OTT","ATL",2,-1,0
"18984",1,"20062007","OTT","ATL",2,-2,0
"18985",1,"20062007","OTT","ATL",3,-1,0
"18986",1,"20062007","OTT","ATL",3,0,0
"18987",0,"20062007","TBL","PIT",1,0,0
"18988",0,"20062007","TBL","PIT",2,-1,0
"18989",1,"20062007","TBL","PIT",2,-2,0
"18990",1,"20062007","TBL","PIT",2,-1,0
"18991",1,"20062007","TBL","PIT",2,0,0
"18992",0,"20062007","TBL","PIT",3,1,0
"18993",0,"20062007","TBL","PIT",4,0,0
"18994",0,"20062007","NYR","FLA",1,0,0
"18995",0,"20062007","NYR","FLA",2,-1,0
"18996",1,"20062007","NYR","FLA",2,-2,0
"18997",1,"20062007","NYR","FLA",2,-1,0
"18998",0,"20062007","NYR","FLA",3,0,0
"18999",1,"20062007","NYR","FLA",3,-1,0
"19000",1,"20062007","EDM","DET",2,0,0
"19001",1,"20062007","EDM","DET",3,1,0
"19002",1,"20062007","EDM","DET",3,2,0
"19003",0,"20062007","TOR","BOS",1,0,0
"19004",0,"20062007","TOR","BOS",1,-1,0
"19005",0,"20062007","TOR","BOS",1,-2,0
"19006",0,"20062007","TOR","BOS",2,-3,0
"19007",1,"20062007","TOR","BOS",2,-4,0
"19008",0,"20062007","TOR","BOS",2,-3,0
"19009",1,"20062007","TOR","BOS",2,-4,0
"19010",1,"20062007","TOR","BOS",3,-3,0
"19011",1,"20062007","TOR","BOS",3,-2,0
"19012",0,"20062007","TOR","BOS",3,-1,0
"19013",0,"20062007","NYI","PHI",1,0,0
"19014",0,"20062007","NYI","PHI",1,-1,0
"19015",0,"20062007","NYI","PHI",2,-2,0
"19016",1,"20062007","NYI","PHI",3,-3,0
"19017",1,"20062007","WSH","CAR",1,0,0
"19018",1,"20062007","WSH","CAR",2,1,0
"19019",1,"20062007","WSH","CAR",3,2,0
"19020",1,"20062007","WSH","CAR",3,3,0
"19021",1,"20062007","WSH","CAR",3,4,0
"19022",1,"20062007","CBJ","STL",2,0,0
"19023",0,"20062007","CBJ","STL",2,1,0
"19024",1,"20062007","CBJ","STL",2,0,0
"19025",0,"20062007","CBJ","STL",2,1,0
"19026",0,"20062007","CBJ","STL",2,0,0
"19027",0,"20062007","CBJ","STL",2,-1,0
"19028",0,"20062007","DAL","PHX",2,0,0
"19029",0,"20062007","ANA","VAN",1,0,0
"19030",0,"20062007","ANA","VAN",1,-1,0
"19031",0,"20062007","ANA","VAN",2,-2,0
"19032",0,"20062007","ANA","VAN",3,-3,0
"19033",0,"20062007","ANA","VAN",3,-4,0
"19034",0,"20062007","ANA","VAN",3,-5,0
"19035",0,"20062007","EDM","CBJ",2,0,0
"19036",0,"20062007","EDM","CBJ",2,-1,0
"19037",0,"20062007","EDM","CBJ",2,-2,0
"19038",1,"20062007","EDM","CBJ",2,-3,0
"19039",0,"20062007","EDM","CBJ",3,-2,0
"19040",0,"20062007","OTT","PIT",1,0,0
"19041",1,"20062007","OTT","PIT",1,-1,0
"19042",0,"20062007","OTT","PIT",1,0,0
"19043",1,"20062007","OTT","PIT",2,-1,0
"19044",0,"20062007","OTT","PIT",2,0,0
"19045",0,"20062007","OTT","PIT",2,-1,0
"19046",0,"20062007","OTT","PIT",3,-2,0
"19047",1,"20062007","OTT","PIT",3,-3,0
"19048",0,"20062007","OTT","PIT",3,-2,0
"19049",0,"20062007","NYR","ATL",1,0,0
"19050",0,"20062007","NYR","ATL",1,-1,0
"19051",0,"20062007","NYR","ATL",1,-2,0
"19052",1,"20062007","NYR","ATL",1,-3,0
"19053",0,"20062007","NYR","ATL",2,-2,0
"19054",1,"20062007","NYR","ATL",2,-3,0
"19055",0,"20062007","NYR","ATL",3,-2,0
"19056",1,"20062007","NSH","DET",1,0,0
"19057",1,"20062007","NSH","DET",3,1,0
"19058",1,"20062007","NSH","DET",3,2,0
"19059",0,"20062007","FLA","BUF",1,0,0
"19060",0,"20062007","FLA","BUF",2,-1,0
"19061",1,"20062007","FLA","BUF",2,-2,0
"19062",1,"20062007","FLA","BUF",2,-1,0
"19063",1,"20062007","FLA","BUF",3,0,0
"19064",1,"20062007","FLA","BUF",3,1,0
"19065",0,"20062007","FLA","BUF",3,2,0
"19066",0,"20062007","FLA","BUF",3,1,0
"19067",1,"20062007","FLA","BUF",4,0,0
"19068",1,"20062007","STL","CHI",1,0,0
"19069",1,"20062007","STL","CHI",1,1,0
"19070",0,"20062007","STL","CHI",2,2,0
"19071",1,"20062007","STL","CHI",3,1,0
"19072",1,"20062007","ANA","CGY",1,0,0
"19073",1,"20062007","ANA","CGY",1,1,0
"19074",1,"20062007","ANA","CGY",3,2,0
"19075",1,"20062007","OTT","BOS",2,0,0
"19076",0,"20062007","OTT","BOS",2,1,0
"19077",1,"20062007","OTT","BOS",2,0,0
"19078",1,"20062007","OTT","BOS",2,1,0
"19079",0,"20062007","OTT","BOS",2,2,0
"19080",0,"20062007","OTT","BOS",3,1,0
"19081",1,"20062007","OTT","BOS",3,0,0
"19082",1,"20062007","MTL","TOR",1,0,0
"19083",0,"20062007","MTL","TOR",1,1,0
"19084",1,"20062007","MTL","TOR",2,0,0
"19085",1,"20062007","MTL","TOR",2,1,0
"19086",1,"20062007","MTL","TOR",2,2,0
"19087",1,"20062007","MTL","TOR",3,3,0
"19088",1,"20062007","BUF","PHI",1,0,0
"19089",0,"20062007","BUF","PHI",1,1,0
"19090",0,"20062007","BUF","PHI",2,0,0
"19091",0,"20062007","BUF","PHI",2,-1,0
"19092",1,"20062007","BUF","PHI",2,-2,0
"19093",1,"20062007","BUF","PHI",3,-1,0
"19094",1,"20062007","BUF","PHI",3,0,0
"19095",0,"20062007","BUF","PHI",3,1,0
"19096",0,"20062007","BUF","PHI",4,0,0
"19097",1,"20062007","NYR","WSH",1,0,0
"19098",1,"20062007","NYR","WSH",3,1,0
"19099",1,"20062007","NYR","WSH",3,2,0
"19100",0,"20062007","NYR","WSH",3,3,0
"19101",1,"20062007","PIT","CAR",1,0,0
"19102",1,"20062007","PIT","CAR",1,1,0
"19103",1,"20062007","PIT","CAR",2,2,0
"19104",0,"20062007","PIT","CAR",2,3,0
"19105",0,"20062007","PIT","CAR",2,2,0
"19106",1,"20062007","PIT","CAR",3,1,0
"19107",1,"20062007","PIT","CAR",3,2,0
"19108",1,"20062007","PIT","CAR",3,3,0
"19109",1,"20062007","COL","NSH",1,0,0
"19110",1,"20062007","SJS","PHX",1,0,0
"19111",0,"20062007","SJS","PHX",2,1,0
"19112",0,"20062007","SJS","PHX",2,0,0
"19113",1,"20062007","CGY","VAN",1,0,0
"19114",1,"20062007","CGY","VAN",1,1,0
"19115",0,"20062007","CGY","VAN",2,2,0
"19116",0,"20062007","CGY","VAN",3,1,0
"19117",0,"20062007","CGY","VAN",3,0,0
"19118",1,"20062007","EDM","STL",1,0,0
"19119",0,"20062007","EDM","STL",1,1,0
"19120",1,"20062007","EDM","STL",2,0,0
"19121",1,"20062007","EDM","STL",2,1,0
"19122",0,"20062007","EDM","STL",2,2,0
"19123",1,"20062007","EDM","STL",3,1,0
"19124",0,"20062007","EDM","STL",3,2,0
"19125",1,"20062007","EDM","STL",3,1,0
"19126",1,"20062007","CBJ","CHI",2,0,0
"19127",1,"20062007","MIN","ANA",2,0,0
"19128",1,"20062007","MIN","ANA",2,1,0
"19129",0,"20062007","MIN","ANA",2,2,0
"19130",1,"20062007","MIN","ANA",3,1,0
"19131",0,"20062007","MIN","ANA",3,2,0
"19132",0,"20062007","BUF","CAR",1,0,0
"19133",0,"20062007","BUF","CAR",1,-1,0
"19134",0,"20062007","BUF","CAR",1,-2,0
"19135",1,"20062007","BUF","CAR",2,-3,0
"19136",1,"20062007","BUF","CAR",2,-2,0
"19137",1,"20062007","BUF","CAR",3,-1,0
"19138",0,"20062007","BUF","CAR",3,0,0
"19139",0,"20062007","BUF","CAR",3,-1,0
"19140",0,"20062007","BUF","CAR",3,-2,0
"19141",1,"20062007","BUF","CAR",3,-3,0
"19142",0,"20062007","BUF","CAR",3,-2,0
"19143",0,"20062007","MTL","OTT",1,0,0
"19144",1,"20062007","MTL","OTT",1,-1,0
"19145",0,"20062007","MTL","OTT",2,0,0
"19146",0,"20062007","MTL","OTT",3,-1,0
"19147",0,"20062007","MTL","OTT",3,-2,0
"19148",1,"20062007","MTL","OTT",3,-3,0
"19149",1,"20062007","MTL","OTT",3,-2,0
"19150",0,"20062007","MTL","OTT",3,-1,0
"19151",0,"20062007","MTL","OTT",3,-2,0
"19152",0,"20062007","PHI","PIT",2,0,0
"19153",1,"20062007","PHI","PIT",2,-1,0
"19154",1,"20062007","PHI","PIT",2,0,0
"19155",0,"20062007","PHI","PIT",3,1,0
"19156",1,"20062007","PHI","PIT",3,0,0
"19157",0,"20062007","WSH","FLA",1,0,0
"19158",1,"20062007","WSH","FLA",2,-1,0
"19159",0,"20062007","WSH","FLA",2,0,0
"19160",0,"20062007","WSH","FLA",3,-1,0
"19161",0,"20062007","WSH","FLA",3,-2,0
"19162",1,"20062007","EDM","COL",1,0,0
"19163",0,"20062007","EDM","COL",2,1,0
"19164",0,"20062007","EDM","COL",2,0,0
"19165",0,"20062007","NJD","NYR",1,0,0
"19166",0,"20062007","NJD","NYR",2,-1,0
"19167",1,"20062007","NJD","NYR",3,-2,0
"19168",1,"20062007","NJD","NYR",3,-1,0
"19169",1,"20062007","NJD","NYR",3,0,0
"19170",1,"20062007","STL","CGY",1,0,0
"19171",1,"20062007","STL","CGY",3,1,0
"19172",1,"20062007","STL","CGY",3,2,0
"19173",0,"20062007","MIN","PHX",1,0,0
"19174",0,"20062007","MIN","PHX",2,-1,0
"19175",1,"20062007","MIN","PHX",2,-2,0
"19176",1,"20062007","MIN","PHX",2,-1,0
"19177",0,"20062007","MIN","PHX",3,0,0
"19178",1,"20062007","MIN","PHX",3,-1,0
"19179",1,"20062007","MIN","PHX",3,0,0
"19180",0,"20062007","DET","VAN",2,0,0
"19181",1,"20062007","DET","VAN",2,-1,0
"19182",0,"20062007","DET","VAN",3,0,0
"19183",1,"20062007","DET","VAN",3,-1,0
"19184",0,"20062007","DET","VAN",3,0,0
"19185",1,"20062007","OTT","BUF",1,0,0
"19186",0,"20062007","OTT","BUF",1,1,0
"19187",1,"20062007","OTT","BUF",2,0,0
"19188",0,"20062007","OTT","BUF",3,1,0
"19189",0,"20062007","OTT","BUF",3,0,0
"19190",0,"20062007","OTT","BUF",3,-1,0
"19191",0,"20062007","BOS","WSH",1,0,0
"19192",0,"20062007","BOS","WSH",1,-1,0
"19193",1,"20062007","BOS","WSH",1,-2,0
"19194",1,"20062007","BOS","WSH",2,-1,0
"19195",1,"20062007","NYR","CAR",1,0,0
"19196",0,"20062007","NYR","CAR",2,1,0
"19197",1,"20062007","NYR","CAR",3,0,0
"19198",0,"20062007","NSH","CBJ",1,0,0
"19199",1,"20062007","NSH","CBJ",1,-1,0
"19200",1,"20062007","NSH","CBJ",2,0,0
"19201",0,"20062007","NSH","CBJ",2,1,0
"19202",0,"20062007","NSH","CBJ",3,0,0
"19203",1,"20062007","NSH","CBJ",3,-1,0
"19204",1,"20062007","NSH","CBJ",3,0,0
"19205",0,"20062007","NSH","CBJ",3,1,0
"19206",0,"20062007","NSH","CBJ",3,0,0
"19207",0,"20062007","NYI","DAL",1,0,0
"19208",0,"20062007","NYI","DAL",2,-1,0
"19209",0,"20062007","NYI","DAL",3,-2,0
"19210",1,"20062007","SJS","COL",1,0,0
"19211",0,"20062007","SJS","COL",2,1,0
"19212",1,"20062007","SJS","COL",3,0,0
"19213",0,"20062007","SJS","COL",3,1,0
"19214",1,"20062007","SJS","COL",3,0,0
"19215",0,"20062007","SJS","COL",3,1,0
"19216",0,"20062007","SJS","COL",3,0,0
"19217",0,"20062007","PHI","ANA",1,0,0
"19218",1,"20062007","PHI","ANA",1,-1,0
"19219",0,"20062007","PHI","ANA",1,0,0
"19220",0,"20062007","PHI","ANA",1,-1,0
"19221",0,"20062007","PHI","ANA",1,-2,0
"19222",0,"20062007","PHI","ANA",1,-3,0
"19223",1,"20062007","PHI","ANA",1,-4,0
"19224",1,"20062007","PHI","ANA",2,-3,0
"19225",0,"20062007","PHI","ANA",3,-2,0
"19226",0,"20062007","PHI","ANA",3,-3,0
"19227",1,"20062007","PHI","ANA",3,-4,0
"19228",1,"20062007","TOR","BOS",1,0,0
"19229",0,"20062007","TOR","BOS",3,1,0
"19230",1,"20062007","TOR","BOS",4,0,0
"19231",1,"20062007","MTL","FLA",1,0,0
"19232",1,"20062007","MTL","FLA",2,1,0
"19233",0,"20062007","MTL","FLA",2,2,0
"19234",1,"20062007","MTL","FLA",2,1,0
"19235",1,"20062007","MTL","FLA",2,2,0
"19236",1,"20062007","MTL","FLA",3,3,0
"19237",1,"20062007","MIN","NSH",1,0,0
"19238",0,"20062007","MIN","NSH",1,1,0
"19239",1,"20062007","MIN","NSH",1,0,0
"19240",1,"20062007","MIN","NSH",1,1,0
"19241",0,"20062007","MIN","NSH",2,2,0
"19242",1,"20062007","MIN","NSH",2,1,0
"19243",0,"20062007","MIN","NSH",2,2,0
"19244",1,"20062007","MIN","NSH",2,1,0
"19245",1,"20062007","MIN","NSH",2,2,0
"19246",0,"20062007","MIN","NSH",2,3,0
"19247",0,"20062007","MIN","NSH",3,2,0
"19248",0,"20062007","MIN","NSH",3,1,0
"19249",1,"20062007","STL","EDM",1,0,0
"19250",1,"20062007","STL","EDM",1,1,0
"19251",1,"20062007","STL","EDM",1,2,0
"19252",1,"20062007","STL","EDM",2,3,0
"19253",0,"20062007","STL","EDM",2,4,0
"19254",1,"20062007","STL","EDM",2,3,0
"19255",0,"20062007","STL","EDM",3,4,0
"19256",1,"20062007","STL","EDM",3,3,0
"19257",1,"20062007","CHI","PHX",1,0,0
"19258",0,"20062007","CHI","PHX",1,1,0
"19259",0,"20062007","CHI","PHX",1,0,0
"19260",1,"20062007","CHI","PHX",3,-1,0
"19261",0,"20062007","CAR","WSH",2,0,0
"19262",0,"20062007","CAR","WSH",2,-1,0
"19263",0,"20062007","CAR","WSH",3,-2,0
"19264",1,"20062007","CAR","WSH",3,-3,0
"19265",0,"20062007","CAR","WSH",3,-2,0
"19266",0,"20062007","COL","CBJ",1,0,0
"19267",0,"20062007","COL","CBJ",2,-1,0
"19268",0,"20062007","COL","CBJ",2,-2,0
"19269",1,"20062007","DAL","ATL",1,0,0
"19270",0,"20062007","DAL","ATL",1,1,0
"19271",0,"20062007","DAL","ATL",1,0,0
"19272",0,"20062007","DAL","ATL",1,-1,0
"19273",0,"20062007","DAL","ATL",2,-2,0
"19274",1,"20062007","DAL","ATL",3,-3,0
"19275",1,"20062007","DAL","ATL",3,-2,0
"19276",0,"20062007","DAL","ATL",3,-1,0
"19277",1,"20062007","PIT","BUF",1,0,0
"19278",1,"20062007","PIT","BUF",2,1,0
"19279",1,"20062007","PIT","BUF",2,2,0
"19280",0,"20062007","PIT","BUF",2,3,0
"19281",0,"20062007","PIT","BUF",3,2,0
"19282",1,"20062007","PIT","BUF",3,1,0
"19283",1,"20062007","DET","CGY",1,0,0
"19284",1,"20062007","DET","CGY",1,1,0
"19285",1,"20062007","DET","CGY",2,2,0
"19286",1,"20062007","DET","CGY",3,3,0
"19287",0,"20062007","DET","CGY",3,4,0
"19288",0,"20062007","STL","VAN",1,0,0
"19289",1,"20062007","STL","VAN",1,-1,0
"19290",1,"20062007","STL","VAN",2,0,0
"19291",1,"20062007","STL","VAN",2,1,0
"19292",0,"20062007","STL","VAN",3,2,0
"19293",1,"20062007","STL","VAN",3,1,0
"19294",1,"20062007","CHI","ANA",1,0,0
"19295",1,"20062007","CHI","ANA",2,1,0
"19296",0,"20062007","CHI","ANA",2,2,0
"19297",1,"20062007","CHI","ANA",2,1,0
"19298",0,"20062007","CHI","ANA",2,2,0
"19299",0,"20062007","CHI","ANA",3,1,0
"19300",1,"20062007","WSH","BOS",1,0,0
"19301",0,"20062007","WSH","BOS",1,1,0
"19302",1,"20062007","WSH","BOS",3,0,0
"19303",0,"20062007","WSH","BOS",3,1,0
"19304",1,"20062007","WSH","BOS",4,0,0
"19305",0,"20062007","NJD","TOR",2,0,0
"19306",0,"20062007","NJD","TOR",3,-1,0
"19307",1,"20062007","NJD","TOR",3,-2,0
"19308",1,"20062007","ATL","MTL",1,0,0
"19309",0,"20062007","ATL","MTL",3,1,0
"19310",1,"20062007","ATL","MTL",3,0,0
"19311",1,"20062007","ATL","MTL",3,1,0
"19312",0,"20062007","BUF","OTT",1,0,0
"19313",1,"20062007","BUF","OTT",2,-1,0
"19314",1,"20062007","BUF","OTT",3,0,0
"19315",1,"20062007","BUF","OTT",3,1,0
"19316",1,"20062007","BUF","OTT",3,2,0
"19317",0,"20062007","DAL","CAR",1,0,0
"19318",1,"20062007","DAL","CAR",1,-1,0
"19319",1,"20062007","DAL","CAR",1,0,0
"19320",1,"20062007","DAL","CAR",2,1,0
"19321",0,"20062007","DAL","CAR",3,2,0
"19322",0,"20062007","DAL","CAR",3,1,0
"19323",1,"20062007","DAL","CAR",3,0,0
"19324",1,"20062007","DAL","CAR",3,1,0
"19325",0,"20062007","DAL","CAR",3,2,0
"19326",1,"20062007","NYR","PIT",1,0,0
"19327",1,"20062007","NYR","PIT",3,1,0
"19328",0,"20062007","NYR","PIT",3,2,0
"19329",1,"20062007","NYR","PIT",3,1,0
"19330",0,"20062007","NYI","FLA",1,0,0
"19331",1,"20062007","NYI","FLA",2,-1,0
"19332",0,"20062007","NYI","FLA",2,0,0
"19333",0,"20062007","NYI","FLA",3,-1,0
"19334",0,"20062007","NYI","FLA",3,-2,0
"19335",1,"20062007","CBJ","NSH",2,0,0
"19336",1,"20062007","CBJ","NSH",2,1,0
"19337",1,"20062007","CBJ","NSH",2,2,0
"19338",1,"20062007","CBJ","NSH",2,3,0
"19339",0,"20062007","CBJ","NSH",3,4,0
"19340",0,"20062007","CBJ","NSH",3,3,0
"19341",0,"20062007","COL","MIN",1,0,0
"19342",1,"20062007","COL","MIN",3,-1,0
"19343",1,"20062007","DET","EDM",1,0,0
"19344",0,"20062007","DET","EDM",1,1,0
"19345",1,"20062007","DET","EDM",1,0,0
"19346",0,"20062007","DET","EDM",2,1,0
"19347",1,"20062007","DET","EDM",3,0,0
"19348",0,"20062007","DET","EDM",3,1,0
"19349",1,"20062007","TBL","NYR",1,0,0
"19350",1,"20062007","TBL","NYR",2,1,0
"19351",1,"20062007","TBL","NYR",3,2,0
"19352",1,"20062007","TBL","NYR",3,3,0
"19353",0,"20062007","TBL","NYR",3,4,0
"19354",0,"20062007","PHX","ANA",1,0,0
"19355",1,"20062007","PHX","ANA",1,-1,0
"19356",1,"20062007","PHX","ANA",1,0,0
"19357",1,"20062007","PHX","ANA",2,1,0
"19358",0,"20062007","PHX","ANA",2,2,0
"19359",1,"20062007","PHX","ANA",2,1,0
"19360",0,"20062007","PHX","ANA",2,2,0
"19361",0,"20062007","PHX","ANA",3,1,0
"19362",1,"20062007","PHX","ANA",3,0,0
"19363",1,"20062007","PHX","ANA",3,1,0
"19364",1,"20062007","CHI","VAN",1,0,0
"19365",0,"20062007","CHI","VAN",1,1,0
"19366",1,"20062007","CHI","VAN",2,0,0
"19367",0,"20062007","FLA","BOS",1,0,0
"19368",0,"20062007","FLA","BOS",2,-1,0
"19369",1,"20062007","FLA","BOS",3,-2,0
"19370",0,"20062007","FLA","BOS",3,-1,0
"19371",1,"20062007","FLA","BOS",3,-2,0
"19372",0,"20062007","TBL","BUF",1,0,0
"19373",1,"20062007","TBL","BUF",2,-1,0
"19374",1,"20062007","TBL","BUF",2,0,0
"19375",1,"20062007","TBL","BUF",2,1,0
"19376",1,"20062007","TBL","BUF",2,2,0
"19377",1,"20062007","TBL","BUF",2,3,0
"19378",1,"20062007","TBL","BUF",2,4,0
"19379",1,"20062007","TBL","BUF",2,5,0
"19380",0,"20062007","TBL","BUF",3,6,0
"19381",0,"20062007","PIT","PHI",1,0,0
"19382",0,"20062007","PIT","PHI",1,-1,0
"19383",0,"20062007","PIT","PHI",1,-2,0
"19384",1,"20062007","PIT","PHI",2,-3,0
"19385",0,"20062007","PIT","PHI",2,-2,0
"19386",1,"20062007","PIT","PHI",2,-3,0
"19387",0,"20062007","PIT","PHI",2,-2,0
"19388",1,"20062007","PIT","PHI",3,-3,0
"19389",0,"20062007","NSH","CBJ",1,0,0
"19390",0,"20062007","NSH","CBJ",2,-1,0
"19391",0,"20062007","NSH","CBJ",2,-2,0
"19392",1,"20062007","NSH","CBJ",3,-3,0
"19393",1,"20062007","NYI","TOR",1,0,0
"19394",0,"20062007","NYI","TOR",1,1,0
"19395",1,"20062007","NYI","TOR",1,0,0
"19396",1,"20062007","NYI","TOR",1,1,0
"19397",0,"20062007","NYI","TOR",2,2,0
"19398",1,"20062007","NYI","TOR",3,1,0
"19399",1,"20062007","MIN","OTT",1,0,0
"19400",1,"20062007","MIN","OTT",1,1,0
"19401",1,"20062007","MIN","OTT",1,2,0
"19402",1,"20062007","MIN","OTT",2,3,0
"19403",0,"20062007","MIN","OTT",2,4,0
"19404",1,"20062007","MIN","OTT",3,2,0
"19405",0,"20062007","MIN","OTT",3,3,0
"19406",0,"20062007","COL","DAL",1,0,0
"19407",0,"20062007","COL","DAL",1,-1,0
"19408",1,"20062007","COL","DAL",1,-2,0
"19409",1,"20062007","COL","DAL",1,-1,0
"19410",1,"20062007","COL","DAL",2,0,0
"19411",0,"20062007","COL","DAL",2,1,0
"19412",0,"20062007","COL","DAL",3,0,0
"19413",1,"20062007","COL","DAL",3,-1,0
"19414",1,"20062007","COL","DAL",3,0,0
"19415",1,"20062007","CAR","NYR",1,0,0
"19416",1,"20062007","CAR","NYR",1,1,0
"19417",1,"20062007","CAR","NYR",2,2,0
"19418",1,"20062007","CAR","NYR",3,3,0
"19419",0,"20062007","VAN","DET",1,0,0
"19420",1,"20062007","VAN","DET",1,-1,0
"19421",1,"20062007","VAN","DET",1,0,0
"19422",1,"20062007","VAN","DET",2,1,0
"19423",0,"20062007","VAN","DET",3,2,0
"19424",0,"20062007","VAN","DET",3,1,0
"19425",0,"20062007","VAN","DET",4,0,0
"19426",0,"20062007","CGY","EDM",1,0,0
"19427",1,"20062007","CGY","EDM",1,-1,0
"19428",1,"20062007","CGY","EDM",3,0,0
"19429",1,"20062007","SJS","ANA",2,0,0
"19430",1,"20062007","SJS","ANA",2,1,0
"19431",1,"20062007","SJS","ANA",3,2,0
"19432",1,"20062007","SJS","ANA",3,3,0
"19433",1,"20062007","SJS","ANA",3,4,0
"19434",0,"20062007","TOR","BUF",1,0,0
"19435",0,"20062007","TOR","BUF",1,-1,0
"19436",1,"20062007","TOR","BUF",1,-2,0
"19437",1,"20062007","TOR","BUF",1,-1,0
"19438",1,"20062007","TOR","BUF",2,0,0
"19439",1,"20062007","TOR","BUF",2,1,0
"19440",0,"20062007","TOR","BUF",2,2,0
"19441",0,"20062007","TOR","BUF",3,1,0
"19442",1,"20062007","TOR","BUF",3,0,0
"19443",1,"20062007","TOR","BUF",3,1,0
"19444",1,"20062007","TOR","BUF",3,2,0
"19445",1,"20062007","OTT","PHI",1,0,0
"19446",1,"20062007","OTT","PHI",2,1,0
"19447",0,"20062007","OTT","PHI",2,2,0
"19448",0,"20062007","OTT","PHI",2,1,0
"19449",0,"20062007","OTT","PHI",4,0,0
"19450",1,"20062007","ATL","WSH",1,0,0
"19451",1,"20062007","ATL","WSH",2,1,0
"19452",0,"20062007","ATL","WSH",2,2,0
"19453",0,"20062007","ATL","WSH",2,1,0
"19454",0,"20062007","ATL","WSH",2,0,0
"19455",0,"20062007","ATL","WSH",3,-1,0
"19456",0,"20062007","STL","CBJ",1,0,0
"19457",1,"20062007","STL","CBJ",1,-1,0
"19458",0,"20062007","STL","CBJ",2,0,0
"19459",1,"20062007","STL","CBJ",2,-1,0
"19460",1,"20062007","STL","CBJ",3,0,0
"19461",0,"20062007","STL","CBJ",3,1,0
"19462",1,"20062007","MIN","MTL",1,0,0
"19463",1,"20062007","MIN","MTL",1,1,0
"19464",0,"20062007","MIN","MTL",2,2,0
"19465",0,"20062007","MIN","MTL",2,1,0
"19466",1,"20062007","MIN","MTL",3,0,0
"19467",1,"20062007","MIN","MTL",3,1,0
"19468",1,"20062007","CAR","NYI",1,0,0
